train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
214,-0.2324312983088833,-0.23429114701384848,-0.2259218278415051,-0.4080040506074728,-0.4114726906176309,-0.40369395902534555
429,-0.23849519366000682,-0.23983711518308512,-0.2337984683292328,-0.413296175683481,-0.41662088187299784,-0.410084248572559
643,-0.23796949278967042,-0.23877859922417075,-0.23611902953965166,-0.411590874424583,-0.4176520455123239,-0.40861287262379786
858,-0.23638630488239137,-0.2383648167845404,-0.23542809996846828,-0.4097506003474568,-0.41419220382376004,-0.4044107160074389
1073,-0.2345019731940043,-0.23716847852171746,-0.23370507995833498,-0.4089013329750252,-0.4143260498617958,-0.40351071468666366
1287,-0.236679124403107,-0.2390068570021957,-0.2343836794116486,-0.4091785942612204,-0.41082973261018574,-0.40597499307411733
1502,-0.23474265216986206,-0.23752721123702758,-0.2318259083999403,-0.40856604999746404,-0.41350281559225754,-0.4035280855559284
1716,-0.23575652525098306,-0.23690780089274197,-0.23345909032417594,-0.4092738600133544,-0.4175416996660957,-0.40242775567085054
1931,-0.23679622441653012,-0.24119391650239602,-0.23477654119544253,-0.4085269633819658,-0.41363207066101637,-0.4009459618396255
2146,-0.2362260827633266,-0.23808375214142447,-0.2343584666466116,-0.40590749945875626,-0.40854557062623326,-0.40381450346665165
