train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
214,0.0,0.0,-0.0,-0.3963219285323846,-0.4136072431140387,-0.3828156702520915
429,-0.0012432012432012432,-0.001554001554001554,-0.00015540015540015554,-0.4042774952055366,-0.4225478751493926,-0.3858472998137803
643,-0.0024883359253499225,-0.0031104199066874032,-0.0011404872991187145,-0.40328386002946165,-0.4122376942105117,-0.3931719428926133
858,-0.006526806526806528,-0.018492618492618493,-0.003108003108003108,-0.39955251674587955,-0.4069033324995136,-0.3944534774914997
1073,-0.007082945013979497,-0.02100031065548307,-0.0031065548306927616,-0.4030309347119153,-0.419078258613821,-0.385994839582349
1287,-0.008495208495208496,-0.019010619010619012,-0.002641802641802642,-0.403777666601814,-0.4213170645839703,-0.3878612060739135
1502,-0.011540168664003553,-0.01775410563692854,-0.002263648468708389,-0.40701149744758514,-0.4261671160028535,-0.39287362072319965
1716,-0.01048951048951049,-0.01666666666666667,-0.001981351981351981,-0.404780103208353,-0.42972636815920395,-0.3918063314711359
1931,-0.009321595028482652,-0.01481097876747799,-0.0017607457276022785,-0.4060197152042395,-0.4302722884645673,-0.3927492426137469
2146,-0.008387698042870456,-0.013327120223671949,-0.0015843429636533087,-0.400298785402596,-0.4123618407033733,-0.3898517190583396
