train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
214,-0.42491633241596727,-0.43019565598679516,-0.40643869991806963,-0.42879993124716426,-0.43674359581466904,-0.41081333575893264
429,-0.4104417312141827,-0.4124248729094062,-0.4035007352809002,-0.41573230777392006,-0.4190258370293728,-0.4078297108486081
643,-0.4196003664844067,-0.4242352323941814,-0.41021129240858717,-0.42751360160862967,-0.43536002747862856,-0.41648927720657003
858,-0.4043287317770948,-0.4078834342508101,-0.39395286175722843,-0.4106131548805509,-0.4190948635199122,-0.39516425115899373
1073,-0.40653560231424735,-0.41036574438419754,-0.39587781279232986,-0.4128651413291623,-0.4192223175199264,-0.40028256534531126
1287,-0.41443393285189456,-0.42361579974884644,-0.40670647661011977,-0.4190008441831372,-0.42860801124536707,-0.4043259699233003
1502,-0.41012307909998197,-0.4190953830799597,-0.40076620181908423,-0.4152248916266405,-0.4194190551435713,-0.41149414872263523
1716,-0.4082056372460839,-0.42577506595202114,-0.3928643518758085,-0.40943861521706115,-0.4267870592774892,-0.39652001654142244
1931,-0.4091520584946348,-0.41785904391939693,-0.39964881027866667,-0.4109946727674241,-0.4171612136693103,-0.40625893496046683
2146,-0.41289412425392297,-0.43011508383404096,-0.39729450384202086,-0.41480229222630516,-0.43100729323349496,-0.40101064898983
