train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
214,-8.495800117411945e-15,-8.645645639349281e-15,-7.97134079063127e-15,-0.6733185569528041,-0.7096814080761344,-0.6481376101726956
429,-0.002486402486462937,-0.00310800310805971,-0.00031080031087423203,-2.2155060364794887,-2.4056947751053106,-2.047185509066622
643,-0.15688531042242454,-0.15845504694477128,-0.15366390323196413,-0.8999901583262468,-0.9897894226628295,-0.8089872253881775
858,-0.22419501730898245,-0.22544040646713398,-0.22346664985956088,-0.6184607622252993,-0.693993970506238,-0.5739698316266576
1073,-0.25359932568844057,-0.25718162122812815,-0.2515011868765337,-0.53192405651226,-0.5741859083684646,-0.4991797527871025
1287,-0.2759195410914675,-0.27998839368560247,-0.27267245650299016,-0.49179406562788264,-0.5180231398350073,-0.45531782972211016
1502,-0.29112365767031523,-0.29415740712412125,-0.2887431636300109,-0.4669512099324013,-0.48551058114908663,-0.44093005591274703
1716,-0.301033701883919,-0.30435566792804875,-0.29731012583078337,-0.4480335988760607,-0.4618228772122157,-0.4261987098627332
1931,-0.3103673127020393,-0.31258989886322963,-0.3064594653134212,-0.4377477269604043,-0.45144083931472495,-0.42246959514747684
2146,-0.31762482864591124,-0.3201244391408061,-0.31273339843085723,-0.427146349529908,-0.44359649090004916,-0.41448990992064205
