train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
214,1.0,1.0,1.0,0.20909697323438672,0.2,0.21400608688401568
429,0.9962703962703963,0.9953379953379954,0.9995337995337995,0.2016266433197143,0.17011381639289586,0.2297951582867784
643,0.9925349922239501,0.9906687402799378,0.9965785381026439,0.2008998304566553,0.17001862197392922,0.22816017676978237
858,0.9811188811188811,0.9445221445221446,0.9938228438228438,0.207980349648406,0.1888268156424581,0.22871987826231968
1073,0.981547064305685,0.9372786579683131,0.994408201304753,0.21803968981906113,0.19212526751716277,0.2451054781956141
1287,0.9776223776223777,0.9460761460761461,0.9951825951825952,0.22101990049751247,0.20506649712332195,0.23263153506211956
1502,0.9685752330226365,0.9507323568575233,0.995872170439414,0.20461171794657992,0.18559819616998804,0.23538175046554935
1716,0.9714452214452216,0.954020979020979,0.9963869463869464,0.21578907140276268,0.19608208955223883,0.24320297951582867
1931,0.9746245468669082,0.9591403417918177,0.9967892283790781,0.19643264126295895,0.17802607076350094,0.2167910447761194
2146,0.9771668219944083,0.9632339235787511,0.9971109040074557,0.22175922065649406,0.18764661330220406,0.2385752800244587
