train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
674,0.39317507418397624,0.37537091988130566,0.4554896142433234,0.2916548359128947,0.2588374851720048,0.3434076157005529
1348,0.3213649851632047,0.29896142433234424,0.39977744807121657,0.2851313617988652,0.25516014234875445,0.3373022787473253
2023,0.31300049431537325,0.29624320316361835,0.3683143845773604,0.29248815694083785,0.27123368920521945,0.32289896008904884
2697,0.3311827956989247,0.29432703003337046,0.35339265850945495,0.30838383817075804,0.29187425860023725,0.3231958364184705
3372,0.3269276393831554,0.29134045077105575,0.34205219454329777,0.3106389591468075,0.3061091340450771,0.3148093965366303
4046,0.3176470588235294,0.28818586258032625,0.33141374196737516,0.303522716805155,0.29276393831553976,0.315005931198102
4720,0.31266949152542367,0.28747881355932203,0.32472457627118645,0.2998456552479677,0.29377224199288254,0.3067022538552788
5395,0.3046153846153846,0.2810009267840593,0.3156997219647822,0.29759215155178004,0.29276393831553976,0.3026097271648873
6069,0.30640962267259847,0.2833910034602076,0.3184873949579832,0.29640647446350255,0.2882388244203634,0.3042111506524318
6744,0.29949584816132857,0.2786476868327402,0.308199881376038,0.2921365743621765,0.28456176286317597,0.29916963226571763
