train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
674,-0.10548522700600323,-0.10549623960124295,-0.10544668292266414,-0.405580045414745,-0.41513681767189514,-0.39781032331808225
1348,-0.10686122423442776,-0.1071393375056202,-0.10588782778525425,-0.4047954699492869,-0.4144663618591941,-0.39623209520974495
2023,-0.10839400784297193,-0.11015852910831851,-0.10715405815081389,-0.4061527718790073,-0.4139229200829091,-0.40082461599206304
2697,-0.1075015226193885,-0.10899982139587863,-0.10525729945445413,-0.4038807507749576,-0.41045716884651656,-0.3963927514784577
3372,-0.10803897670229543,-0.10972081404343575,-0.10716611125952148,-0.4086034664865618,-0.41594251946803407,-0.403121169703345
4046,-0.10930085708650714,-0.11214547887182366,-0.1067002937653717,-0.4041226397478459,-0.41354663936703034,-0.39682322321832886
4720,-0.10928747551279268,-0.11039830497328716,-0.107375681611722,-0.4021048709832427,-0.4060291392236384,-0.3988777743712262
5395,-0.10936663836171197,-0.1107515518644712,-0.10807864043498844,-0.4060156285963285,-0.4082693195540848,-0.40337007988608625
6069,-0.10882412028929433,-0.10972521497795068,-0.10804543441954494,-0.40190520609177494,-0.40517785592601013,-0.3970241616295597
6744,-0.10915584429280183,-0.10994925652782028,-0.10842538463945724,-0.4019521826491457,-0.4076439208029429,-0.39694988022321476
