train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
674,-0.2208500051732462,-0.2225713863121854,-0.21482517118695918,-0.4103457823207711,-0.41445631770101693,-0.4046650089020435
1348,-0.21828745299133118,-0.21981729768507932,-0.21293299656321268,-0.4087037692235832,-0.41260426479949813,-0.4037559896695719
2023,-0.21663713371689813,-0.21988002623867076,-0.2124488026682106,-0.40766831243913293,-0.4127340709789268,-0.4014357504090263
2697,-0.21619649991817438,-0.21769635246865204,-0.21245669294009317,-0.4041251519567945,-0.40905551940034723,-0.40031538004675965
3372,-0.21605859339410444,-0.21815529527664254,-0.21460441923969387,-0.40474008919483656,-0.4070323150057872,-0.4019929041818748
4046,-0.21621449120316133,-0.21892838500008785,-0.215337856847069,-0.40262909632508503,-0.40481961738355793,-0.39971976533081094
4720,-0.21592126392783287,-0.21722178340471876,-0.21506377524404932,-0.4021099136459519,-0.4053318098424598,-0.39782036313773295
5395,-0.21689536021568503,-0.21854583899973495,-0.21584253532980427,-0.402540866895265,-0.40631674122407513,-0.399202685881601
6069,-0.21611279549759366,-0.21815658532894847,-0.21506498513131989,-0.40329357339500194,-0.4059213642583458,-0.40104440413523407
6744,-0.21696953414624595,-0.21795668603810128,-0.21528427169552905,-0.4023392257870267,-0.40451177433245034,-0.39910518358046776
