train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
674,0.0,0.0,-0.0,-0.41387007336122095,-0.42340846184262565,-0.4066977887565298
1348,0.0,0.0,-0.0,-0.4094414923227256,-0.41146698299723206,-0.40808175841917227
2023,-0.0007909045971329707,-0.0009886307464162135,-9.886307464162143e-05,-0.4049340161535788,-0.4147489126136813,-0.39462238038750497
2697,-0.001532567049808429,-0.0019775058707205534,-0.00037078235076010385,-0.4041437522721024,-0.4095294582839067,-0.3970896697303573
3372,-0.0029260577303281926,-0.0038552787663107945,-0.0025701858442071968,-0.3999518097478848,-0.4057143419674982,-0.39485962831158555
4046,-0.004778381941011699,-0.0076783654638325925,-0.002471576866040534,-0.401374734760243,-0.4105753930165856,-0.39395017793594306
4720,-0.0045762711864406795,-0.0069915254237288135,-0.002824858757062147,-0.40010992815292806,-0.4086354306640481,-0.3924871490707789
5395,-0.005511275872721657,-0.006672845227062095,-0.0038801359283286998,-0.40406363832184483,-0.41966724818425183,-0.3951364175563463
6069,-0.005206788597792058,-0.007315867523479981,-0.0034492228263854566,-0.40461768558813793,-0.4231866601131674,-0.3933965994464215
6744,-0.004903123764333729,-0.006959272439699487,-0.003212732305258996,-0.40509171265952765,-0.4168202730952838,-0.3933570581257414
