train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
674,-0.36452774253336634,-0.3689916845542221,-0.3489039454603713,-0.4107398624158736,-0.41602710254007497,-0.4054614610009429
1348,-0.38138450876110486,-0.3853829099580026,-0.3673901045719626,-0.4033704543286821,-0.40820639428008837,-0.39877752283311957
2023,-0.3863300023999835,-0.3893230325217746,-0.3787978408795036,-0.4006875560406812,-0.4051367705431383,-0.3960745026545912
2697,-0.38636915182111464,-0.3927362993073433,-0.3844556324048256,-0.3983240732606451,-0.4008176280331737,-0.39556616954910945
3372,-0.38896221159015704,-0.39512474834026917,-0.38684982098737053,-0.398349559226872,-0.400869163572969,-0.3952149511953878
4046,-0.3912284490230158,-0.39566876685462915,-0.38900304452909085,-0.39881661963618475,-0.40127503552887417,-0.3955584580553887
4720,-0.39275695397245425,-0.39623338721478857,-0.390455669499704,-0.3988790790989408,-0.40104403965996266,-0.3950590568493994
5395,-0.394217417652141,-0.3973626455834328,-0.3921924341683208,-0.39911565334369137,-0.40162303264525373,-0.39545314999485465
6069,-0.3939005890689817,-0.39670917265651473,-0.39233242868137713,-0.3990655996193998,-0.40154509923348913,-0.3951928532378877
6744,-0.39552262467198274,-0.39800374578310205,-0.39424771937321457,-0.3996509823705342,-0.40203963508858126,-0.39595981147508824
