train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
674,-0.3460581535836955,-0.34963479321751584,-0.33353991486532425,-0.3543461301407736,-0.357133207224745,-0.35107202560617295
1348,-0.34625358226179975,-0.3477060543219006,-0.34116993005144686,-0.352559061994698,-0.3560108936585271,-0.3472561651829205
2023,-0.3458781027471567,-0.3479036444282618,-0.341324165106215,-0.3526771372886729,-0.356777835870974,-0.3466580364216111
2697,-0.3452018738092674,-0.34852255952886685,-0.34424844360479234,-0.35197695026816644,-0.356574020430677,-0.3462540330758503
3372,-0.34568932746576375,-0.34953552466337723,-0.3442108167387838,-0.35211501237243703,-0.35646314175117866,-0.3466831598187943
4046,-0.3465775628966169,-0.3493110542175516,-0.34519419185050876,-0.3516122997826853,-0.35607716424960656,-0.3464943294990798
4720,-0.34732843986163353,-0.349645035735757,-0.34615955640301754,-0.3514073529752218,-0.3554270759408121,-0.3463195649633014
5395,-0.34815221501406995,-0.350061480293663,-0.3469965684842207,-0.3512268423922997,-0.35494000131020664,-0.34625253271810846
6069,-0.3477873199625457,-0.3495929817857939,-0.34687258164600665,-0.35107995942787873,-0.3550095995226394,-0.3460280173364434
6744,-0.34939258298089054,-0.35104426468674765,-0.34838288592580463,-0.35120481699672,-0.35501783705149825,-0.3465839139655468
