train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
516,-0.3367900751343443,-0.3415305842505359,-0.32019829322767374,-0.3531493835552869,-0.3579790464333473,-0.3475778947379759
1033,-0.33574544772161447,-0.33829564514543536,-0.3268197567382413,-0.34995674802974697,-0.3531467700016486,-0.3427570051920242
1550,-0.33614723290218357,-0.33847277811823523,-0.32888654862055633,-0.3498944275655554,-0.3544411406628277,-0.34108902767679894
2067,-0.33658730042501095,-0.3393544520058518,-0.3345965981088544,-0.3496163338468203,-0.3548562836107674,-0.34175533141763564
2584,-0.3369745616497162,-0.34116838290942786,-0.33570787395816115,-0.34938994325461675,-0.3546968435935228,-0.3405933471602
3100,-0.338492848958651,-0.3412960580132007,-0.3375165696564424,-0.34847336583285293,-0.35366851997208526,-0.34117580726535085
3617,-0.3392620312872636,-0.3420253591067475,-0.3380420356538722,-0.34799389964689087,-0.35304805734421607,-0.34088474755896675
4134,-0.3405057608177108,-0.3429473767277461,-0.33881128887504525,-0.347848667641524,-0.3522526114076985,-0.3413723834793709
4651,-0.34051007583601267,-0.3425817115785426,-0.33886906770436526,-0.3475072204463955,-0.3522939891239865,-0.3409599160957593
5168,-0.3426244099441685,-0.34444993770868243,-0.3413076756307789,-0.3473919907435437,-0.35220358753513625,-0.3412402701802137
