train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
516,-0.32876978037467425,-0.331976273139375,-0.3175470556982219,-0.4408957699894381,-0.4458325420510081,-0.4318205276203996
1033,-0.40880643357425867,-0.4213464909414557,-0.3649162327890692,-0.43095371236772645,-0.44509736015167006,-0.3940897058530014
1550,-0.39893232166493686,-0.409249935246196,-0.38337903172122517,-0.4171764043905516,-0.42964878759180936,-0.3944517158974947
2067,-0.3956871604608429,-0.4177563119332062,-0.38679809205469295,-0.4037561590067494,-0.4157565645829441,-0.3957336421737213
2584,-0.40248423305329195,-0.40707082788620375,-0.3893880782860294,-0.4089004363786512,-0.4170635667513964,-0.3855380289333889
3100,-0.40395154614906464,-0.41564585137205257,-0.3947327193740911,-0.4097366921447804,-0.417315156462231,-0.4018298199787459
3617,-0.4079528743533093,-0.41292510958366824,-0.40001814925102086,-0.4121496214367896,-0.4209134134379514,-0.3928955461402599
4134,-0.40887272802121233,-0.4180335846340563,-0.3953516567338648,-0.41163284691182983,-0.420921715732671,-0.40089421110135415
4651,-0.4021570483267878,-0.41763531418855404,-0.38873108426582653,-0.4055290427529619,-0.4117633181687751,-0.39310636286991846
5168,-0.40275013458712794,-0.42441292914274786,-0.3927857189267138,-0.4046612926025359,-0.42881507882576764,-0.3860610726429425
