train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
516,-0.2128649593663098,-0.21549439691460512,-0.2036619279472762,-0.4079735257946595,-0.4133220577559995,-0.4000678602759453
1033,-0.20847461883030327,-0.20975715071288134,-0.20398575724128004,-0.40347048932183005,-0.4063570999070242,-0.39991398186957555
1550,-0.2058758715819609,-0.20738394436859084,-0.2020552632971876,-0.40117757264906934,-0.40495698225157545,-0.3961366437388698
2067,-0.2068649283667566,-0.20760904912362524,-0.20527243604361628,-0.40006806882489476,-0.4028147468929445,-0.39727012492799846
2584,-0.20701463607489795,-0.20926265648989095,-0.20602911453257913,-0.39914101377274097,-0.4013367069000999,-0.3954450683078305
3100,-0.20769299918209455,-0.20950768140528592,-0.20705397120257404,-0.3992592190461711,-0.4004445569008525,-0.3975687334061849
3617,-0.20767030699357725,-0.20960180897262237,-0.20689674225209415,-0.3989532009785359,-0.4013466293020996,-0.39599242065450846
4134,-0.20887466091410287,-0.2099502900085323,-0.20783935524781771,-0.40016343803358884,-0.40224488663784747,-0.3975649307326648
4651,-0.208244106581497,-0.2099783369898867,-0.20670062672610803,-0.39998158387510574,-0.40329252464982396,-0.3973047640555385
5168,-0.20906714740240986,-0.21008813769516838,-0.20841306933050732,-0.40012063699512196,-0.4025009734076425,-0.39642906094743535
