train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
107,-4.043338872439759e-15,-4.787644406917967e-15,-3.830680148303128e-15,-0.6050740291878034,-0.6209291464801316,-0.5957655103247039
214,-7.11096550282898e-15,-7.329720077684932e-15,-6.345324490833151e-15,-0.6288012477631765,-0.6578685338694839,-0.6106859587614785
321,-1.2981314419617783e-14,-1.375200864687302e-14,-1.1133510751148392e-14,-0.8402924178937583,-0.8988481186457311,-0.796105027180875
428,-0.0043757063763347715,-0.019690678693426347,-2.2009739133355477e-14,-316885986.19389683,-1425986933.7609046,-1.0865639464632464
536,-0.005970149253824247,-0.026865671641840408,-7.835498419249471e-14,-2.340112271045795,-2.8394893008104027,-1.884885542479554
643,-0.04511183468243257,-0.0584679434856562,-0.026795458571854436,-2.7593630006846617,-3.9418448988079478,-1.8083590459640146
750,-0.14112800773510273,-0.14892370445838346,-0.13298690053493575,-1.1469855286931214,-1.3830920799319926,-0.8199467297393455
857,-0.18270391712015796,-0.18750149943323058,-0.17744129947411416,-0.7574788868782921,-0.8293154594294855,-0.6278466402924248
964,-0.20743774604348006,-0.21325887468992089,-0.1974290766698666,-0.6482140515476442,-0.7013600771519234,-0.5761376088260165
1072,-0.22905140994110806,-0.23461568959626455,-0.22283178942051246,-0.595249332732743,-0.6447942466536978,-0.5300767471851476
