train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
107,1.0,1.0,1.0,0.191044776119403,0.14402985074626867,0.21492537313432836
214,1.0,1.0,1.0,0.18731343283582091,0.166044776119403,0.2041044776119403
321,1.0,1.0,1.0,0.20970149253731346,0.20149253731343283,0.22611940298507463
428,0.9869158878504674,0.9411214953271028,1.0,0.20671641791044776,0.1746268656716418,0.2425373134328358
536,0.9828358208955225,0.9227611940298508,1.0,0.21417910447761193,0.191044776119403,0.2376865671641791
643,0.9782270606531881,0.9337480559875584,1.0,0.20970149253731343,0.19402985074626866,0.22388059701492538
750,0.9653333333333333,0.9392,1.0,0.21119402985074628,0.16828358208955224,0.23470149253731346
857,0.9677946324387399,0.9463243873978997,1.0,0.23059701492537316,0.21007462686567163,0.2593283582089552
964,0.9713692946058092,0.9522821576763485,1.0,0.2164179104477612,0.183955223880597,0.2582089552238806
1072,0.9742537313432835,0.957089552238806,1.0,0.2216417910447761,0.19440298507462686,0.26567164179104474
