train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
456,0.3118421052631579,0.30701754385964913,0.3287280701754386,0.2864154250657318,0.2721297107800176,0.31375985977212967
912,0.2975877192982456,0.2894736842105263,0.32598684210526313,0.2876424189307625,0.27335670464504824,0.3067484662576687
1369,0.29890430971512055,0.2929145361577794,0.314609203798393,0.28869412795793165,0.277475898334794,0.30315512708150744
1825,0.2967671232876712,0.2907945205479452,0.2997260273972603,0.28133216476774764,0.2676599474145486,0.2906222611744084
2282,0.2986853637160386,0.29070990359333915,0.3023663453111306,0.28518843120070114,0.2696757230499562,0.2987730061349693
2738,0.29203798392987584,0.2835281227173119,0.2962016070124178,0.28168273444347064,0.26196319018404907,0.29500438212094654
3194,0.28791484032561054,0.2799311208515967,0.2933625547902317,0.28133216476774764,0.2677475898334794,0.29570552147239265
3651,0.28485346480416324,0.27447274719255,0.29235825801150367,0.2830850131463628,0.26652059596844874,0.29842243645924627
4107,0.28434380326272224,0.27572437302167035,0.2916240564889213,0.28133216476774753,0.26029798422436456,0.29702015775635404
4564,0.28001752848378614,0.27320333041191935,0.28676599474145487,0.2764241893076249,0.25766871165644173,0.2943908851884312
