train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
456,-0.32698331539252645,-0.3287960491646064,-0.32063874719024654,-0.35467517246841546,-0.3580737851866546,-0.34902914886800984
912,-0.32984593469941925,-0.3318764458903147,-0.322739145531285,-0.3492363224372265,-0.35418400404307515,-0.3438894319769294
1369,-0.3333607751479952,-0.3357903343377972,-0.32780445001134784,-0.3499440354279703,-0.3538767856642341,-0.34266347648142936
1825,-0.3341448325262699,-0.33648455644267056,-0.3323652937849885,-0.3499650224657988,-0.35493346893013794,-0.343617822323837
2282,-0.3350647270209833,-0.3385815040427004,-0.3338774427127756,-0.3494388779839449,-0.3545403958047264,-0.3425184003564669
2738,-0.33672153549160366,-0.3391769275593263,-0.335666159737753,-0.34861425562825776,-0.35433745995942095,-0.34210296425305375
3194,-0.3380111590946244,-0.34047782078025596,-0.3368020665951084,-0.34829589191035926,-0.35364537286579834,-0.34203389827753305
3651,-0.3393163344883984,-0.34171907892740805,-0.33740720056820106,-0.3481800450500989,-0.35308363712112617,-0.34220040734770313
4107,-0.33925459840274935,-0.3414919912828473,-0.3374743099633202,-0.3478145643902796,-0.35279038343618485,-0.3421603481119784
4564,-0.3410140395764326,-0.342723070490981,-0.33942761984714087,-0.34779438571672994,-0.35236699074718636,-0.34252943538484953
