train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
456,0.4131578947368421,0.3991228070175439,0.46228070175438596,0.3456617002629273,0.31621384750219106,0.36950043821209466
912,0.38815789473684215,0.37719298245614036,0.42653508771929827,0.3433829973707274,0.3301489921121823,0.3602979842243646
1369,0.3807158509861213,0.3739956172388605,0.3954711468224982,0.3470639789658195,0.3361086765994742,0.373444347063979
1825,0.37676712328767126,0.36854794520547945,0.38580821917808217,0.34233128834355825,0.3294478527607362,0.3625766871165644
2282,0.36818580192813327,0.3630148992112182,0.37248028045574055,0.3386503067484662,0.3252410166520596,0.35477651183172654
2738,0.36449963476990505,0.35507669831994154,0.36778670562454346,0.336897458369851,0.3176161262050832,0.36345311130587205
3194,0.3551033187226049,0.3482154038822793,0.3600500939261115,0.3311130587204206,0.3217353198948291,0.35626643295354954
3651,0.34905505341002463,0.3428923582580115,0.3550260202684196,0.33409290096406663,0.32357581069237507,0.3570552147239264
4107,0.34862429997565136,0.3419040662283906,0.35473581689797906,0.3316389132340053,0.31884312007011395,0.3555652936021034
4564,0.3484224364592462,0.34215600350569675,0.35359333917616126,0.3300613496932515,0.3182296231375986,0.356091148115688
