train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
324,-0.17921810699588478,-0.17993827160493825,-0.17901234567901234,-0.3965247608141106,-0.4113300492610838,-0.38396883968839685
649,-0.18356445814072933,-0.1860811504879301,-0.18284540318438625,-0.39701595784430754,-0.4043513957307061,-0.39044690446904473
974,-0.18945927446954142,-0.19130732375085557,-0.18463381245722107,-0.3938131795111054,-0.39970506971079556,-0.3904540744914839
1299,-0.19107005388760587,-0.1934821657685399,-0.1838593790094945,-0.392009161470925,-0.4003694581280788,-0.38426265912905433
1624,-0.19133825944170774,-0.19232348111658457,-0.18936781609195402,-0.3894645104086509,-0.39667487684729064,-0.38430325559413225
1949,-0.1919616897554301,-0.193945613134941,-0.18949888831879594,-0.38929990285124527,-0.3955665024630542,-0.381438528671001
2274,-0.1937848138375843,-0.19728818528290826,-0.1889475227206098,-0.3877415843123948,-0.3970032840722496,-0.3788527762124912
2599,-0.19479286905219956,-0.19799923047325893,-0.19098371168398098,-0.3886440982636427,-0.39950738916256157,-0.3821364445171545
2924,-0.19382124943000453,-0.1963178294573643,-0.1911764705882353,-0.3908606450596526,-0.4008620689655173,-0.38500021207108626
3249,-0.19478813994049451,-0.19666564070996204,-0.19159741458910437,-0.39151685359218125,-0.4025451559934319,-0.3825879034652416
