train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
324,0.6530864197530865,0.6379629629629631,0.6574074074074074,0.2727567423457486,0.24064039408866997,0.31857318573185733
649,0.5334360554699538,0.5315870570107858,0.5399075500770416,0.29466247371833326,0.2517241379310345,0.3464944649446494
974,0.4989733059548255,0.49229979466119095,0.502053388090349,0.2860466314022746,0.2401477832512315,0.33665436654366543
1299,0.46743648960739026,0.4558121632024634,0.4717474980754427,0.28604602548488545,0.2315270935960591,0.32706027060270604
1624,0.43731527093596056,0.4353448275862069,0.44125615763546794,0.2926959688316095,0.24692118226600984,0.33210332103321033
1949,0.42934838378655715,0.4253976398152899,0.43627501282709086,0.2983597816273729,0.25135467980295567,0.3375153751537515
2274,0.41539138082673704,0.40505716798592784,0.4226033421284081,0.30746369040045074,0.24950738916256157,0.3541205412054121
2599,0.39684494036167756,0.38522508657175836,0.40827241246633317,0.3084504268688007,0.2566502463054187,0.35252152521525215
2924,0.3906976744186047,0.3824555403556772,0.39928180574555405,0.30352946879222487,0.26120689655172413,0.34551045510455103
3249,0.37685441674361336,0.36872883964296704,0.3821175746383503,0.2995946412666097,0.26945812807881775,0.3312423124231242
