train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
324,-0.20119208279278814,-0.20312821220817734,-0.2006389029598198,-0.403057164354632,-0.4073787504739112,-0.3942915623129324
649,-0.20659326634336597,-0.20716449504359877,-0.20459396589255108,-0.4016357197824233,-0.40773235593663915,-0.39650216353330264
974,-0.20512070462757093,-0.2057754754269523,-0.20343687730555887,-0.40251733429384134,-0.4070609859257227,-0.3988121875201259
1299,-0.20219965635760245,-0.20330234698563077,-0.2014683796462672,-0.40374567622167257,-0.40825115929468714,-0.3983546407186184
1624,-0.20312547279592064,-0.20610178565907322,-0.20147567505883882,-0.39936803186858094,-0.4021901198600056,-0.3948300690125835
1949,-0.2043434644085967,-0.20607189212671648,-0.20287666745918212,-0.400620481521994,-0.40539878163448784,-0.39682190206288576
2274,-0.20597243395600162,-0.20679053889412194,-0.2047413879206416,-0.399563426763815,-0.4039702631612505,-0.39614389304331715
2599,-0.20563488658039097,-0.20663077206224456,-0.20459956111574226,-0.39813472863842037,-0.4040612186251973,-0.3936917978351118
2924,-0.20475841620184684,-0.20708807225368922,-0.2023948733347554,-0.3967611292338654,-0.39987146696466014,-0.3948297203343189
3249,-0.20548085172284716,-0.20580895972281074,-0.20508712555359246,-0.39986520272828124,-0.40409873098635635,-0.394014307036329
