train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
324,-0.6676502819024431,-0.72098120445107,-0.6524128754599785,-0.9705530967204957,-1.0017744731764768,-0.9462344224147143
649,-0.9200129186771122,-0.9469548311952991,-0.9123152293862017,-0.955371448559984,-0.9692816310027671,-0.9316913711585375
974,-0.9103548766875283,-0.918923100739816,-0.9058685987549453,-0.946578437091105,-0.9692684018326659,-0.9262495772465503
1299,-0.9201879705383732,-0.9576953684369801,-0.9085041377288834,-0.9575989509156748,-0.9830705234950197,-0.9364452285766196
1624,-0.9357315063192353,-0.9455626502900398,-0.9068748153002154,-0.949727970230065,-0.9699730024360521,-0.9226971378157985
1949,-0.951906471417338,-0.9627958507399978,-0.9414130259717203,-0.9649516547075763,-0.9804776961346068,-0.9488254292100711
2274,-0.9428535277688791,-0.9636472542131498,-0.9274830695486376,-0.9568453018353569,-0.9734729509167211,-0.9352669956524857
2599,-0.9487775337777584,-0.9666486973612572,-0.9348603970641547,-0.9561454032798485,-0.9789615747831227,-0.9255322874795812
2924,-0.9498691730283857,-0.9689183402500385,-0.9275006568067865,-0.9527818999183267,-0.970581968672779,-0.9402821468478743
3249,-0.9532008054670683,-0.9727659060732674,-0.9336330221161026,-0.9545143211488154,-0.9816775818199933,-0.9316484463495069
