train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
324,-8.38324380193521e-14,-8.487403738212595e-14,-8.018684024964366e-14,-2.301234104247903,-2.781637992008206,-2.026010964198813
649,-0.21789823255447233,-0.21904670950484395,-0.2138785632281716,-0.6009248713805565,-0.6437234728212519,-0.5683521621978614
974,-0.2708618146749059,-0.2725611837596187,-0.26893971545233963,-0.4719940358149036,-0.4956050698360524,-0.45654761970870944
1299,-0.2950318865179882,-0.29890360455622883,-0.2932052159333325,-0.43403769749143545,-0.453738500245221,-0.41514701411025595
1624,-0.31092821473252785,-0.3152348828085461,-0.30940395092339806,-0.4162488353004199,-0.4345201686686977,-0.39942812683599466
1949,-0.3191228509391818,-0.3213301103251867,-0.31813784623784525,-0.40867187792287873,-0.4252960255687381,-0.39198202431404483
2274,-0.32773678035279075,-0.33032937114888655,-0.3261785088890575,-0.40170998304074423,-0.4158287484362415,-0.3861216452999199
2599,-0.3348554275293505,-0.3383102923022733,-0.3318646817017203,-0.397575721878281,-0.408815191470422,-0.38638283195358847
2924,-0.33867908780380107,-0.3405084321001506,-0.33715179636657544,-0.3946254448154306,-0.4036323135434249,-0.38379868666366684
3249,-0.34405100784517784,-0.3458373647272929,-0.34250563599901956,-0.3932070947242193,-0.4015493228286683,-0.3834549466105979
