train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
364,-0.25675260533411287,-0.25930695506190454,-0.24781238128684227,-0.44181271564071933,-0.44802550489365617,-0.4375742399759404
728,-0.3220293549876416,-0.3274945081125234,-0.3204678826662468,-0.4199082248905217,-0.4285909223151317,-0.4129190481051015
1092,-0.36675892916581315,-0.36787918981899165,-0.3645610957604491,-0.40792854714488513,-0.41139867358480575,-0.40538321351195267
1456,-0.38283806400108733,-0.3983603103635617,-0.377327507173913,-0.4085524713667817,-0.42027304423764955,-0.4006435982934764
1820,-0.3939239908034377,-0.4076190584635892,-0.36616850864477496,-0.4014008617818883,-0.41889642813871836,-0.3732990914896435
2184,-0.40894704255194386,-0.43489783246740693,-0.3933846095600086,-0.42469614086924734,-0.44710879858310554,-0.4127193486321851
2548,-0.40546088604527436,-0.41841016031590494,-0.3832283552252332,-0.4181256506808536,-0.4305748967139588,-0.39604784872397697
2912,-0.40051143387301735,-0.42829091557107274,-0.3821506929486652,-0.4082037538865029,-0.43299164780350236,-0.39370679897013355
3276,-0.39873340863065593,-0.4074822006169153,-0.38712888328190803,-0.40673660924876776,-0.41441550376493824,-0.3963503317352125
3640,-0.40205649736572113,-0.4244215311763449,-0.3865713363974768,-0.406820013705263,-0.425799882035635,-0.3907083575816678
