train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
153,-0.20267706766224985,-0.20719013939069894,-0.20138761859697865,-0.40799151320640015,-0.4128473672494637,-0.40349255091083525
306,-0.20887568079315155,-0.21001572480303637,-0.20854995393318446,-0.4116366780348768,-0.420330382678562,-0.4070633406191034
459,-0.20804502902522995,-0.21088539880614238,-0.20698767763259865,-0.40726103163007465,-0.4101930842172454,-0.40312250420159584
612,-0.20707088918279762,-0.2087728267272152,-0.20601730661974071,-0.40437995785488445,-0.40865747934681973,-0.39531616012981047
766,-0.20637772349311984,-0.20858846493075367,-0.20530951091493974,-0.40377168234947103,-0.41279078185922696,-0.39529264149602356
919,-0.2081114330276888,-0.2120273976196863,-0.20469628585985625,-0.40859565384917973,-0.41510884432248296,-0.4010046595148946
1072,-0.20513243342225868,-0.20594854826801717,-0.20431853304535977,-0.4025489839923841,-0.40795872772562514,-0.39819551634314676
1225,-0.2048688587881649,-0.20595541565351327,-0.20357501433033284,-0.4071907882432681,-0.41202986972986955,-0.3996765035523143
1378,-0.20681067370618753,-0.20927949751784886,-0.20361337065988702,-0.40387126767832615,-0.40920551484972234,-0.39772597252273495
1532,-0.20591256373681377,-0.2076230929010225,-0.20405067572655483,-0.40323842062421045,-0.4067104982642406,-0.39548467827405104
