train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
153,1.0,1.0,1.0,0.2855009791122715,0.26647764360313314,0.32845953002610967
306,1.0,1.0,1.0,0.29748286553524805,0.2655352480417754,0.3201350359007833
459,1.0,1.0,1.0,0.265131364229765,0.24412532637075718,0.27676240208877284
612,0.9931372549019608,0.9761437908496732,0.9983660130718954,0.2661825500435161,0.25378590078328983,0.2856396866840731
766,0.9694516971279373,0.9402088772845952,0.9778067885117493,0.28132887293298514,0.2560582571801566,0.3088772845953003
919,0.8826985854189336,0.8584330794341676,0.8998911860718172,0.2969851501305483,0.2755976664490862,0.31462140992167104
1072,0.7951492537313433,0.7745335820895523,0.8190298507462687,0.3105608137510879,0.2782025130548303,0.33759791122715405
1225,0.7270204081632653,0.7097142857142856,0.748,0.29334067667536995,0.2542367003916449,0.32297650130548305
1378,0.6753265602322205,0.6622641509433963,0.6928156748911465,0.3042958550913838,0.2740310868146214,0.33968668407310704
1532,0.6408616187989556,0.6274151436031332,0.6526762402088773,0.3131731396866841,0.27533656984334204,0.34804177545691906
