train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
153,0.9947712418300654,0.9934640522875817,0.9993464052287582,0.27973101610095735,0.2616187989556136,0.31257547323759793
306,1.0,1.0,1.0,0.2593831592689295,0.24804177545691905,0.2794957571801567
459,1.0,1.0,1.0,0.24893657528285465,0.23263707571801567,0.28313887075718014
612,0.9947712418300654,0.9764705882352941,1.0,0.27663049390774586,0.2531923139686684,0.2971279373368146
766,0.9919060052219322,0.9635770234986945,1.0,0.2755793080939948,0.24980009791122715,0.289556135770235
919,0.9930359085963003,0.9705114254624592,1.0,0.26567395561357704,0.23730825718015666,0.2859007832898172
1072,0.983955223880597,0.9722014925373134,1.0,0.2714099216710183,0.252154046997389,0.2859007832898172
1225,0.9857959183673468,0.9749387755102041,1.0,0.2776721605744125,0.24666897845953004,0.3023498694516971
1378,0.9865021770682147,0.97677793904209,1.0,0.2656685161009574,0.24066715622280244,0.29556135770234987
1532,0.98733681462141,0.9779373368146214,1.0,0.26097557658833775,0.2344423139686684,0.2783289817232376
