train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
153,-0.2,-0.20043572984749455,-0.19847494553376907,-0.39996328328981723,-0.41218450826805925,-0.3859007832898172
306,-0.19847494553376904,-0.19923747276688453,-0.19825708061002179,-0.4142234189149986,-0.4273648281114012,-0.4067014795474326
459,-0.19419026870007267,-0.1971677559912854,-0.19193899782135077,-0.4090091927763272,-0.41973523172323757,-0.3993037423846823
612,-0.19575163398692808,-0.19961873638344227,-0.19389978213507622,-0.4053484007832898,-0.42345857811140125,-0.38868581375108785
766,-0.20313315926892947,-0.20517841601392514,-0.2023498694516971,-0.40465894255874674,-0.421824684508268,-0.3906875543951262
919,-0.20137830975698226,-0.20627493652520856,-0.1969532100108814,-0.4048266608645199,-0.42276436031331593,-0.39260226283724975
1072,-0.20242537313432835,-0.20519278606965174,-0.20068407960199006,-0.4016962213519002,-0.4182509247171454,-0.3858137510879025
1225,-0.20136054421768707,-0.20495238095238097,-0.19741496598639455,-0.4008290723817812,-0.422694779881056,-0.38642297650130547
1378,-0.20188679245283017,-0.20462022254475087,-0.19758103531688434,-0.3990893349289236,-0.4209545891354801,-0.3812880765883377
1532,-0.20161009573542216,-0.20469973890339427,-0.1965839860748477,-0.3961338664055701,-0.41399382615317665,-0.37885117493472587
