train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
153,-6.2472660789370385e-15,-8.58897799167228e-15,-5.578205532441255e-15,-0.6027826700713026,-0.6259737549323587,-0.5728193764186975
306,-1.21665930779641e-14,-1.2632717433248444e-14,-1.0535157834468898e-14,-0.784308635520097,-0.836727696158664,-0.720207234109985
459,-5.2307799018543266e-14,-6.014925505947764e-14,-3.625973482575395e-14,-1.844232260274347,-2.0214625498462273,-1.61547032220693
612,-0.09883558324823769,-0.10490312033926963,-0.08155537524326992,-1.4789568320587025,-1.7588262680116264,-1.2220927380412585
766,-0.17623286766476598,-0.17862303574257324,-0.16902319080244363,-0.770433268361029,-0.8648603135498713,-0.6652140898811522
919,-0.21196625977740222,-0.21730891328774338,-0.20310840058590227,-0.6149241381588371,-0.6616271547513202,-0.5590949446161633
1072,-0.2390106211983017,-0.24498670398582215,-0.23275393455498855,-0.5508335543200091,-0.5891500705528452,-0.4975040759688929
1225,-0.25710159599349863,-0.26239622878799396,-0.25172264077997686,-0.5132434195842991,-0.5579416588574644,-0.4725102242537221
1378,-0.2730611514098762,-0.2768666857511846,-0.2683999688764746,-0.4897816487501978,-0.5227132889789495,-0.45499346585147116
1532,-0.2841230314356983,-0.2880249631402931,-0.27944430104328066,-0.46573726238644886,-0.49552353827666795,-0.43364222830556126
