train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
153,1.0,1.0,1.0,0.3997960182767624,0.37493472584856397,0.43342036553524804
306,1.0,1.0,1.0,0.37631364229765013,0.3597299281984334,0.4010443864229765
459,1.0,1.0,1.0,0.3804871083550914,0.3678055646214099,0.402088772845953
612,0.99640522875817,0.9838235294117647,1.0,0.38780597258485644,0.3524375815926893,0.4289817232375979
766,0.9939947780678852,0.9729765013054831,1.0,0.3872783398607485,0.36259587140992167,0.41592689295039165
919,0.9945593035908598,0.9773667029379761,1.0,0.3904128590078329,0.3618187010443864,0.4091383812010444
1072,0.9878731343283581,0.978731343283582,1.0,0.390411499129678,0.36259587140992167,0.41436031331592693
1225,0.9887346938775512,0.9812244897959184,1.0,0.3883200065274151,0.3633506037859008,0.4172323759791122
1378,0.9899854862119012,0.9833091436865021,1.0,0.39145044604003487,0.37092104547432553,0.4216710182767624
1532,0.9909921671018276,0.9849869451697127,1.0,0.4008376849434291,0.37415143603133155,0.43629242819843345
