score.fulltime.home (home 1),score.fulltime.away (home 1),Shots on Goal (home 1),Shots off Goal (home 1),Total Shots (home 1),Blocked Shots (home 1),Shots insidebox (home 1),Shots outsidebox (home 1),Fouls (home 1),Corner Kicks (home 1),Offsides (home 1),Ball Possession (home 1),Yellow Cards (home 1),Red Cards (home 1),Goalkeeper Saves (home 1),Total passes (home 1),Passes accurate (home 1),Passes % (home 1),score.fulltime.home (away 1),score.fulltime.away (away 1),Shots on Goal (away 1),Shots off Goal (away 1),Total Shots (away 1),Blocked Shots (away 1),Shots insidebox (away 1),Shots outsidebox (away 1),Fouls (away 1),Corner Kicks (away 1),Offsides (away 1),Ball Possession (away 1),Yellow Cards (away 1),Red Cards (away 1),Goalkeeper Saves (away 1),Total passes (away 1),Passes accurate (away 1),Passes % (away 1),score.fulltime.home (h2h 1),score.fulltime.away (h2h 1),Shots on Goal (h2h - home 1),Shots off Goal (h2h - home 1),Total Shots (h2h - home 1),Blocked Shots (h2h - home 1),Shots insidebox (h2h - home 1),Shots outsidebox (h2h - home 1),Fouls (h2h - home 1),Corner Kicks (h2h - home 1),Offsides (h2h - home 1),Ball Possession (h2h - home 1),Yellow Cards (h2h - home 1),Red Cards (h2h - home 1),Goalkeeper Saves (h2h - home 1),Total passes (h2h - home 1),Passes accurate (h2h - home 1),Passes % (h2h - home 1),Shots on Goal (h2h - away 1),Shots off Goal (h2h - away 1),Total Shots (h2h - away 1),Blocked Shots (h2h - away 1),Shots insidebox (h2h - away 1),Shots outsidebox (h2h - away 1),Fouls (h2h - away 1),Corner Kicks (h2h - away 1),Offsides (h2h - away 1),Ball Possession (h2h - away 1),Yellow Cards (h2h - away 1),Red Cards (h2h - away 1),Goalkeeper Saves (h2h - away 1),Total passes (h2h - away 1),Passes accurate (h2h - away 1),Passes % (h2h - away 1)
2,1,8,7,18,3,7,11,13,8,2,0.54,1,0,3,455,362,0.8,2,1,3,8,14,3,8,6,9,7,2,0.47,1,0,5,382,326,0.85,1,0,4,13,23,6,16,7,14,7,2,0.61,1,0,2,544,445,0.82,3,2,8,3,5,3,10,4,1,0.39,2,0,4,370,257,0.69
1,1,6,5,13,2,9,4,15,4,0,0.55,8,1,3,433,351,0.81,2,1,8,5,17,4,14,3,12,8,3,0.47,3,1,1,421,347,0.82,0,2,2,5,9,2,4,5,14,3,2,0.48,3,0,3,347,241,0.69,3,7,13,3,7,6,22,9,1,0.52,3,0,0,366,239,0.65
0,0,6,5,13,2,7,6,7,6,2,0.61,1,0,1,445,300,0.67,2,1,4,7,14,3,10,4,10,6,2,0.46,2,1,7,380,284,0.75,3,0,3,3,9,3,7,2,10,5,2,0.5,1,0,2,409,293,0.72,5,3,11,3,7,4,13,5,3,0.5,2,0,4,415,320,0.77
2,2,5,5,14,4,6,8,8,3,3,0.38,0,0,8,389,315,0.81,1,1,6,6,12,0,12,0,12,2,2,0.51,2,0,2,504,403,0.8,2,0,4,3,7,0,3,4,19,2,2,0.42,4,0,3,389,307,0.79,5,6,15,4,9,6,12,4,3,0.58,3,0,4,552,472,0.86
1,1,4,5,11,2,6,5,17,8,1,0.45,3,1,5,341,259,0.76,1,1,8,5,18,5,11,7,9,6,0,0.5,1,0,2,422,315,0.75,2,3,5,6,13,2,3,10,16,3,7,0.55,3,0,3,485,358,0.74,6,6,13,1,10,3,13,5,4,0.45,2,0,3,379,238,0.63
0,1,1,9,14,4,8,6,21,6,2,0.37,1,0,4,338,235,0.7,2,3,7,4,16,5,13,3,12,7,0,0.5,2,0,5,491,394,0.8,4,0,2,5,7,0,2,5,11,4,0,0.41,1,0,4,327,260,0.8,8,6,16,2,13,3,10,4,1,0.59,3,0,2,505,426,0.84
1,2,7,2,12,3,6,6,15,7,1,0.45,1,0,2,430,350,0.81,4,1,6,6,14,2,8,6,8,6,0,0.61,1,0,3,534,451,0.84,2,1,6,3,10,1,5,5,12,2,1,0.57,1,0,5,543,450,0.83,6,8,19,5,16,3,19,9,2,0.43,4,1,4,366,280,0.77
1,2,11,10,23,2,14,9,9,8,4,0.74,1,0,5,708,618,0.87,1,2,7,2,11,2,5,6,16,2,4,0.26,3,1,10,241,161,0.67,1,2,11,10,23,2,14,9,9,8,4,0.74,1,0,5,708,618,0.87,7,2,11,2,5,6,16,2,4,0.26,3,1,10,241,161,0.67
0,2,6,4,18,8,13,5,11,9,3,0.64,1,0,4,560,489,0.87,1,3,7,8,16,1,11,5,16,12,1,0.49,2,0,6,413,323,0.78,1,3,9,6,20,5,13,7,9,5,4,0.61,1,0,0,580,495,0.85,1,2,4,1,2,2,17,3,2,0.39,2,0,6,372,275,0.74
1,3,3,1,8,4,7,1,18,7,0,0.65,2,0,1,560,453,0.81,3,2,4,5,10,1,7,3,13,3,2,0.56,1,0,1,541,460,0.85,3,0,3,4,10,3,5,5,9,9,1,0.49,1,0,0,449,381,0.85,2,6,11,3,8,3,11,5,0,0.51,2,0,3,492,419,0.85
0,3,4,5,12,3,9,3,14,6,1,0.43,1,0,10,381,292,0.77,1,2,5,5,12,2,9,3,12,1,1,0.46,1,0,7,394,297,0.75,1,1,2,3,9,4,5,4,9,1,0,0.39,0,0,2,365,268,0.73,3,13,22,6,8,14,10,11,2,0.61,0,0,1,555,477,0.86
0,0,0,10,15,5,7,8,16,9,1,0.69,2,0,1,676,595,0.88,1,0,2,10,19,7,12,7,12,5,3,0.48,1,0,3,443,329,0.74,2,4,5,6,13,2,9,5,0,6,2,0.61,2,0,2,526,424,0.81,4,5,14,5,12,2,0,1,4,0.39,4,1,2,339,245,0.72
1,1,2,2,4,0,4,0,11,2,1,0.52,2,0,6,431,327,0.76,2,2,2,3,5,0,2,3,13,1,0,0.3,3,0,3,313,215,0.69,1,0,3,4,13,6,8,5,12,5,3,0.6,4,0,2,503,397,0.79,3,4,9,2,2,7,12,2,1,0.4,0,0,3,351,268,0.76
0,2,2,10,13,1,9,4,18,7,0,0.72,5,0,1,646,535,0.83,2,1,2,2,6,2,4,2,17,1,1,0.44,2,0,1,410,300,0.73,0,2,4,7,11,0,5,6,12,3,5,0.6,1,0,2,584,510,0.87,2,8,15,5,10,5,13,9,1,0.4,3,0,2,375,296,0.79
4,1,7,5,14,2,11,3,11,5,3,0.67,0,0,0,608,536,0.88,4,1,3,7,16,6,6,10,12,6,2,0.42,3,0,1,380,291,0.77,0,0,8,14,29,7,18,11,13,14,5,0.81,0,0,1,729,641,0.88,1,3,4,0,1,3,12,1,1,0.19,2,2,8,176,87,0.49
1,2,4,4,9,1,5,4,12,1,1,0.55,1,0,5,522,445,0.85,2,1,4,10,17,3,14,3,16,7,2,0.57,4,0,3,514,420,0.82,1,2,12,10,28,6,14,14,15,10,4,0.61,3,0,5,505,414,0.82,7,1,11,3,6,5,17,4,3,0.39,4,0,11,320,232,0.73
2,1,4,5,10,1,8,2,13,7,2,0.48,4,1,5,356,240,0.67,3,1,9,6,19,4,9,10,12,9,3,0.55,1,0,1,512,432,0.84,3,0,1,1,3,1,3,0,0,1,5,0.44,5,0,7,266,155,0.58,10,13,26,3,21,5,0,7,1,0.56,3,0,1,319,223,0.7
3,2,5,5,17,7,10,7,16,10,4,0.64,3,0,0,630,558,0.89,1,0,3,1,6,2,3,3,6,4,0,0.51,1,0,2,418,322,0.77,1,6,9,9,22,4,16,6,8,5,1,0.52,1,0,1,535,473,0.88,2,6,13,5,9,4,14,2,0,0.48,4,0,3,510,446,0.87
1,1,8,8,19,3,9,10,10,1,1,0.48,0,0,1,385,284,0.74,1,0,0,2,4,2,1,3,20,1,1,0.36,2,0,2,306,222,0.73,0,0,2,6,11,3,8,3,15,4,5,0.64,1,1,1,502,412,0.82,1,4,5,0,1,4,8,4,2,0.36,1,1,2,293,178,0.61
1,2,5,1,7,1,5,2,10,2,0,0.52,2,1,2,543,445,0.82,1,2,3,5,13,5,9,4,14,2,4,0.48,3,0,3,500,407,0.81,1,2,5,1,7,1,5,2,10,2,0,0.52,2,1,2,543,445,0.82,3,5,13,5,9,4,14,2,4,0.48,3,0,3,500,407,0.81
0,0,1,13,19,5,13,6,13,6,3,0.56,1,0,1,492,433,0.88,1,3,3,2,7,2,5,2,21,2,2,0.35,3,0,2,299,206,0.69,0,0,1,4,5,0,1,4,10,2,0,0.43,2,1,1,482,401,0.83,1,3,6,2,0,6,15,3,3,0.57,3,0,1,618,551,0.89
2,3,3,5,10,2,7,3,16,3,1,0.4,4,0,4,317,201,0.63,4,2,13,8,23,2,18,5,15,2,1,0.5,3,0,2,443,360,0.81,3,1,7,5,16,4,9,7,13,8,0,0.46,4,0,4,382,283,0.74,7,6,17,4,10,7,18,3,4,0.54,5,1,6,456,367,0.8
4,1,7,8,15,0,11,4,12,3,3,0.52,2,1,5,488,412,0.84,2,3,4,7,13,2,7,7,15,8,2,0.57,5,0,4,534,473,0.89,1,0,2,7,14,5,10,4,13,5,0,0.58,3,0,7,498,406,0.82,8,10,22,4,13,9,9,3,2,0.42,2,0,2,382,320,0.84
1,1,4,7,15,4,7,8,10,6,5,0.62,2,0,1,481,366,0.76,2,1,7,6,18,5,13,5,16,9,1,0.52,4,0,3,381,270,0.71,3,1,4,4,9,1,5,4,16,2,6,0.53,4,0,2,428,304,0.71,5,5,12,2,10,2,9,2,4,0.47,1,0,3,384,279,0.73
4,1,5,3,9,1,9,0,17,3,4,0.58,3,1,2,555,466,0.84,1,0,3,9,16,4,9,7,15,8,2,0.31,2,0,3,287,199,0.69,1,0,5,5,12,2,6,6,15,4,1,0.59,4,0,3,581,471,0.81,3,3,9,3,4,5,11,5,2,0.41,4,1,4,398,295,0.74
3,2,3,1,9,5,8,1,20,4,2,0.37,6,1,2,306,213,0.7,2,0,4,3,8,1,7,1,8,5,5,0.65,1,0,3,650,569,0.88,1,1,3,4,10,3,3,7,21,6,3,0.61,5,0,3,526,436,0.83,4,7,16,5,7,9,14,5,4,0.39,1,0,2,318,230,0.72
3,3,6,6,15,3,8,7,19,4,4,0.55,3,0,3,433,357,0.82,2,1,5,2,10,3,7,3,18,0,2,0.43,3,0,3,405,297,0.73,4,1,10,2,13,1,10,3,16,5,1,0.48,3,0,1,374,292,0.78,2,3,6,1,2,4,20,5,1,0.52,2,1,6,412,324,0.79
0,1,2,4,9,3,5,4,13,3,0,0.54,2,0,5,489,401,0.82,3,0,10,17,29,2,16,13,17,2,5,0.51,3,0,1,527,431,0.82,1,2,3,2,10,5,3,7,14,2,2,0.45,3,0,3,412,322,0.78,5,5,13,3,5,8,16,3,3,0.55,3,0,2,500,411,0.82
3,1,6,3,13,4,9,4,13,1,0,0.5,3,0,2,522,442,0.85,4,0,2,5,9,2,4,5,7,0,3,0.25,1,1,8,252,188,0.75,0,0,3,10,16,3,9,7,0,1,2,0.52,1,0,1,383,275,0.72,1,6,11,4,9,2,0,5,8,0.48,2,0,3,357,238,0.67
3,1,3,5,12,4,8,4,6,7,2,0.5,1,0,3,516,420,0.81,1,3,5,4,11,2,5,6,16,1,2,0.41,2,0,5,316,233,0.74,3,1,8,7,18,3,15,3,13,8,0,0.49,2,0,2,439,352,0.8,3,5,13,5,8,5,10,2,1,0.51,3,0,5,448,371,0.83
4,1,6,4,12,2,7,5,10,7,3,0.48,2,0,3,423,347,0.82,4,0,10,4,16,2,8,8,11,8,7,0.46,1,0,2,418,329,0.79,5,1,3,4,9,2,5,4,3,2,2,0.49,0,0,6,575,492,0.86,11,4,18,3,10,8,5,2,0,0.51,1,0,2,604,519,0.86
1,2,5,3,10,2,8,2,17,3,6,0.48,3,0,4,402,304,0.76,2,3,5,4,10,1,5,6,7,2,1,0.43,2,1,2,422,355,0.84,1,1,4,2,12,6,9,3,0,6,4,0.3,5,1,5,274,166,0.61,7,6,18,5,11,7,0,7,3,0.7,3,0,3,662,560,0.85
3,0,1,2,4,1,1,3,10,3,3,0.49,5,1,8,500,385,0.77,4,1,6,6,15,3,11,4,8,6,0,0.6,1,0,1,618,535,0.87,3,2,9,5,14,0,10,4,17,2,4,0.44,4,1,0,477,387,0.81,2,3,6,1,4,2,15,2,2,0.56,5,0,6,594,499,0.84
2,2,4,4,12,4,10,2,13,7,2,0.7,3,0,0,712,604,0.85,2,1,4,10,17,3,10,7,12,4,1,0.55,2,0,4,608,552,0.91,3,2,5,8,15,2,10,5,12,2,0,0.52,2,0,2,540,458,0.85,4,5,9,0,5,4,19,1,4,0.48,3,1,2,491,428,0.87
1,0,3,6,11,2,6,5,11,5,1,0.69,1,0,2,646,547,0.85,3,1,2,3,8,3,4,4,8,3,0,0.45,3,0,6,408,305,0.75,3,2,4,4,13,5,9,4,0,4,1,0.71,4,0,5,662,566,0.85,8,1,12,3,9,3,0,2,1,0.29,4,1,2,269,189,0.7
2,1,5,7,14,2,7,7,27,2,6,0.4,8,1,2,317,245,0.77,0,2,4,4,10,2,3,7,9,5,1,0.36,0,0,3,321,239,0.74,3,2,2,4,9,3,5,4,0,3,0,0.51,3,0,6,386,285,0.74,9,9,20,2,12,8,0,5,4,0.49,2,0,0,384,287,0.75
2,1,4,10,17,3,10,7,12,4,1,0.55,2,0,4,608,552,0.91,0,0,1,13,19,5,13,6,13,6,3,0.56,1,0,1,492,433,0.88,2,2,9,5,16,2,13,3,8,14,4,0.65,1,0,3,631,559,0.89,4,8,18,6,10,8,10,5,1,0.35,1,0,7,330,259,0.78
3,1,2,3,8,3,4,4,8,3,0,0.45,3,0,6,408,305,0.75,4,1,5,3,9,1,9,0,17,3,4,0.58,3,1,2,555,466,0.84,3,1,4,12,22,6,7,15,0,9,1,0.54,1,0,6,468,383,0.82,8,5,14,1,10,4,0,5,6,0.46,1,0,3,404,324,0.8
4,2,13,8,23,2,18,5,15,2,1,0.5,3,0,2,443,360,0.81,2,1,8,5,17,4,14,3,12,8,3,0.47,3,1,1,421,347,0.82,2,1,3,1,8,4,6,2,8,3,4,0.53,1,0,6,468,393,0.84,8,5,17,4,14,3,12,8,3,0.47,3,1,1,421,347,0.82
2,1,3,8,14,3,8,6,9,7,2,0.47,1,0,5,382,326,0.85,1,2,5,1,7,1,5,2,10,2,0,0.52,2,1,2,543,445,0.82,5,1,3,3,11,5,8,3,10,3,4,0.37,1,0,4,362,274,0.76,9,6,18,3,13,5,8,6,0,0.63,1,0,2,638,541,0.85
1,2,3,5,13,5,9,4,14,2,4,0.48,3,0,3,500,407,0.81,0,0,6,5,13,2,7,6,7,6,2,0.61,1,0,1,445,300,0.67,3,1,6,4,13,3,9,4,13,2,5,0.51,1,0,1,466,358,0.77,1,9,15,5,8,7,19,5,3,0.49,1,0,3,434,327,0.75
1,1,8,5,18,5,11,7,9,6,0,0.5,1,0,2,422,315,0.75,2,3,6,7,20,7,13,7,15,9,4,0.6,1,0,0,472,357,0.76,3,0,3,2,6,1,3,3,17,4,3,0.44,3,0,4,376,258,0.69,6,3,9,0,7,3,14,2,2,0.56,2,0,3,491,364,0.74
1,2,7,2,11,2,5,6,16,2,4,0.26,3,1,10,241,161,0.67,2,2,5,5,14,4,6,8,8,3,3,0.38,0,0,8,389,315,0.81,0,2,7,3,14,4,12,2,13,8,0,0.6,2,0,2,532,430,0.81,2,10,13,1,4,9,11,3,4,0.4,0,0,5,349,260,0.74
1,2,11,10,23,2,14,9,9,8,4,0.74,1,0,5,708,618,0.87,1,1,4,5,11,2,6,5,17,8,1,0.45,3,1,5,341,259,0.76,2,2,9,11,24,4,16,8,7,7,0,0.79,3,0,5,766,693,0.9,7,1,9,1,7,2,11,3,3,0.21,3,0,6,204,128,0.63
4,1,1,3,4,0,4,0,16,2,0,0.33,3,0,3,294,211,0.72,3,2,5,5,17,7,10,7,16,10,4,0.64,3,0,0,630,558,0.89,0,2,2,5,11,4,7,4,19,4,1,0.4,4,0,5,391,328,0.84,7,2,13,4,6,7,8,5,3,0.6,2,0,2,593,531,0.9
2,3,7,4,16,5,13,3,12,7,0,0.5,2,0,5,491,394,0.8,0,0,0,10,15,5,7,8,16,9,1,0.69,2,0,1,676,595,0.88,1,1,1,4,8,3,5,3,10,4,0,0.4,3,1,5,400,325,0.81,6,4,15,5,4,11,14,9,0,0.6,3,0,1,600,532,0.89
3,0,10,17,29,2,16,13,17,2,5,0.51,3,0,1,527,431,0.82,3,1,3,5,12,4,8,4,6,7,2,0.5,1,0,3,516,420,0.81,0,0,4,14,22,4,10,12,12,3,3,0.64,2,0,3,602,523,0.87,3,1,5,1,2,3,10,4,2,0.36,2,0,4,328,229,0.7
4,0,2,5,9,2,4,5,7,0,3,0.25,1,1,8,252,188,0.75,4,1,7,8,15,0,11,4,12,3,3,0.52,2,1,5,488,412,0.84,3,1,3,4,13,6,5,8,0,8,4,0.33,2,0,3,261,179,0.69,6,6,22,10,13,9,0,10,0,0.67,1,0,2,563,469,0.83
1,3,7,8,16,1,11,5,16,12,1,0.49,2,0,6,413,323,0.78,3,2,3,1,9,5,8,1,20,4,2,0.37,6,1,2,306,213,0.7,1,2,2,3,10,5,6,4,21,4,2,0.48,5,0,1,422,311,0.74,3,3,7,1,5,2,11,4,0,0.52,1,0,1,457,368,0.81
2,1,4,7,14,3,10,4,10,6,2,0.46,2,1,7,380,284,0.75,1,1,6,5,13,2,9,4,15,4,0,0.55,8,1,3,433,351,0.81,4,2,8,3,13,2,10,3,20,4,0,0.57,2,0,2,513,404,0.79,4,2,8,2,4,4,18,1,3,0.43,1,0,4,387,279,0.72
0,3,4,5,12,3,9,3,14,6,1,0.43,1,0,10,381,292,0.77,0,1,1,9,14,4,8,6,21,6,2,0.37,1,0,4,338,235,0.7,3,1,3,2,5,0,4,2,8,4,1,0.44,1,0,1,384,273,0.71,2,7,13,4,3,10,16,5,5,0.56,2,0,1,496,389,0.78
1,2,5,5,12,2,9,3,12,1,1,0.46,1,0,7,394,297,0.75,1,1,8,8,19,3,9,10,10,1,1,0.48,0,0,1,385,284,0.74,0,1,2,6,10,2,6,4,17,2,2,0.46,3,0,0,392,311,0.79,0,4,8,4,4,4,16,8,0,0.54,3,0,1,467,394,0.84
3,2,4,5,10,1,7,3,13,3,2,0.56,1,0,1,541,460,0.85,2,1,4,7,16,5,6,10,15,3,1,0.63,0,0,7,552,453,0.82,3,0,5,5,15,5,7,8,12,2,1,0.61,4,0,3,575,518,0.9,3,9,13,1,6,7,19,4,1,0.39,3,0,2,350,283,0.81
2,1,2,2,6,2,4,2,17,1,1,0.44,2,0,1,410,300,0.73,1,1,2,2,4,0,4,0,11,2,1,0.52,2,0,6,431,327,0.76,0,1,5,2,9,2,2,7,17,4,0,0.52,0,0,3,428,322,0.75,4,3,10,3,6,4,14,8,3,0.48,2,0,4,409,301,0.74
2,2,2,3,5,0,2,3,13,1,0,0.3,3,0,3,313,215,0.69,1,3,3,1,8,4,7,1,18,7,0,0.65,2,0,1,560,453,0.81,2,0,3,7,12,2,3,9,11,12,0,0.53,0,0,1,476,372,0.78,3,5,10,2,7,3,13,2,1,0.47,3,0,3,450,338,0.75
1,0,3,9,16,4,9,7,15,8,2,0.31,2,0,3,287,199,0.69,4,1,7,5,14,2,11,3,11,5,3,0.67,0,0,0,608,536,0.88,1,1,4,5,9,0,3,6,17,2,3,0.3,4,0,6,310,243,0.78,7,4,19,8,12,7,14,8,0,0.7,2,0,3,719,646,0.9
2,3,4,7,13,2,7,7,15,8,2,0.57,5,0,4,534,473,0.89,4,1,6,4,12,2,7,5,10,7,3,0.48,2,0,3,423,347,0.82,0,2,7,5,16,4,8,8,11,4,2,0.77,2,0,1,728,660,0.91,1,0,1,0,1,0,9,2,0,0.23,2,2,5,224,158,0.71
1,0,3,1,6,2,3,3,6,4,0,0.51,1,0,2,418,322,0.77,0,2,6,4,18,8,13,5,11,9,3,0.64,1,0,4,560,489,0.87,1,0,2,3,5,0,1,4,22,2,2,0.39,3,0,7,321,223,0.69,8,4,16,4,7,9,17,4,2,0.61,2,0,2,501,399,0.8
0,2,4,4,10,2,3,7,9,5,1,0.36,0,0,3,321,239,0.74,1,3,9,2,14,3,13,1,14,2,5,0.51,1,0,6,442,355,0.8,1,1,1,6,7,0,4,3,17,7,1,0.67,2,0,2,522,438,0.84,3,5,12,4,8,4,11,3,3,0.33,3,0,0,252,163,0.65
1,3,5,4,11,2,5,6,16,1,2,0.41,2,0,5,316,233,0.74,0,1,2,4,9,3,5,4,13,3,0,0.54,2,0,5,489,401,0.82,2,1,5,1,8,2,6,2,11,7,2,0.43,3,0,1,311,203,0.65,2,11,15,2,13,2,20,7,2,0.57,1,0,3,402,290,0.72
1,0,2,10,19,7,12,7,12,5,3,0.48,1,0,3,443,329,0.74,2,2,4,4,12,4,10,2,13,7,2,0.7,3,0,0,712,604,0.85,2,2,2,7,10,1,5,5,0,1,1,0.46,3,0,3,423,292,0.69,4,4,11,3,8,3,0,6,2,0.54,2,0,0,497,371,0.75
2,1,5,2,10,3,7,3,18,0,2,0.43,3,0,3,405,297,0.73,1,2,5,3,10,2,8,2,17,3,6,0.48,3,0,4,402,304,0.76,1,1,1,3,5,1,4,1,0,4,5,0.5,3,0,0,419,286,0.68,1,6,13,6,5,8,0,7,1,0.5,2,0,0,415,277,0.67
2,1,4,10,17,3,14,3,16,7,2,0.57,4,0,3,514,420,0.82,3,0,1,2,4,1,1,3,10,3,3,0.49,5,1,8,500,385,0.77,2,3,4,5,10,1,6,4,25,2,2,0.38,3,0,3,401,291,0.73,6,6,12,0,8,4,16,1,2,0.62,4,0,2,659,545,0.83
4,1,6,6,14,2,8,6,8,6,0,0.61,1,0,3,534,451,0.84,3,1,6,3,13,4,9,4,13,1,0,0.5,3,0,2,522,442,0.85,0,3,1,6,10,3,6,4,11,5,3,0.41,2,1,7,385,304,0.79,10,5,17,2,12,5,11,7,4,0.59,0,0,1,566,478,0.84
1,1,6,6,12,0,12,0,12,2,2,0.51,2,0,2,504,403,0.8,2,3,3,5,10,2,7,3,16,3,1,0.4,4,0,4,317,201,0.63,3,2,3,3,10,4,8,2,14,3,5,0.54,2,0,3,509,431,0.85,6,5,18,7,12,6,17,6,1,0.46,5,1,0,423,326,0.77
2,1,7,6,18,5,13,5,16,9,1,0.52,4,0,3,381,270,0.71,2,1,5,7,14,2,7,7,27,2,6,0.4,8,1,2,317,245,0.77,0,1,3,6,12,3,7,5,0,5,2,0.42,5,0,3,327,208,0.64,3,5,9,1,5,4,0,7,1,0.58,4,1,2,447,321,0.72
1,1,1,4,6,1,4,2,11,2,2,0.33,4,0,2,299,187,0.63,0,2,2,10,13,1,9,4,18,7,0,0.72,5,0,1,646,535,0.83,0,0,2,3,7,2,4,3,13,6,0,0.28,2,0,0,302,218,0.72,0,3,8,5,6,2,13,3,0,0.72,3,0,2,795,713,0.9
2,1,8,2,17,7,12,5,12,7,4,0.55,1,0,6,483,368,0.76,2,1,8,7,18,3,7,11,13,8,2,0.54,1,0,3,455,362,0.8,2,1,6,10,18,2,11,7,7,5,2,0.51,1,0,2,455,343,0.75,3,6,14,5,9,5,15,5,0,0.49,1,0,4,430,322,0.75
0,1,6,6,16,4,12,4,14,6,1,0.46,3,0,2,403,335,0.83,3,3,6,6,15,3,8,7,19,4,4,0.55,3,0,3,433,357,0.82,1,2,4,7,14,3,9,5,7,5,1,0.64,2,0,2,673,566,0.84,3,7,10,0,4,6,9,5,2,0.36,0,0,2,372,269,0.72
2,1,4,5,10,1,8,2,13,7,2,0.48,4,1,5,356,240,0.67,1,0,3,6,11,2,6,5,11,5,1,0.69,1,0,2,646,547,0.85,3,3,6,3,9,0,8,1,22,1,3,0.25,8,1,5,200,128,0.64,8,3,17,6,8,9,13,8,2,0.75,2,0,3,628,553,0.88
4,1,3,7,16,6,6,10,12,6,2,0.42,3,0,1,380,291,0.77,1,1,4,7,15,4,7,8,10,6,5,0.62,2,0,1,481,366,0.76,2,1,6,6,14,2,6,8,7,7,5,0.54,2,0,2,430,336,0.78,3,6,12,3,10,2,13,5,2,0.46,4,0,4,373,250,0.67
2,3,5,4,10,1,5,6,7,2,1,0.43,2,1,2,422,355,0.84,1,2,4,4,9,1,5,4,12,1,1,0.55,1,0,5,522,445,0.85,0,0,2,8,14,4,7,7,11,4,3,0.56,4,0,3,561,501,0.89,3,7,13,3,7,6,7,7,3,0.44,1,0,2,446,379,0.85
1,1,3,4,7,0,4,3,15,1,3,0.67,1,1,0,598,466,0.78,1,0,0,2,4,2,1,3,20,1,1,0.36,2,0,2,306,222,0.73,1,0,3,8,12,1,9,3,17,6,5,0.64,3,0,0,544,484,0.89,0,2,4,2,1,3,20,1,1,0.36,2,0,2,306,222,0.73
3,1,9,6,19,4,9,10,12,9,3,0.55,1,0,1,512,432,0.84,2,0,4,3,8,1,7,1,8,5,5,0.65,1,0,3,650,569,0.88,2,2,3,1,7,3,4,3,0,4,4,0.48,0,0,3,379,243,0.64,5,9,17,3,12,5,0,5,4,0.52,0,0,1,417,281,0.67
4,1,6,6,15,3,11,4,8,6,0,0.6,1,0,1,618,535,0.87,1,2,7,2,12,3,6,6,15,7,1,0.45,1,0,2,430,350,0.81,1,0,2,10,16,4,12,4,11,6,2,0.52,1,0,2,447,358,0.8,2,5,11,4,3,8,12,6,2,0.48,3,0,0,404,312,0.77
2,1,5,7,14,2,7,7,27,2,6,0.4,8,1,2,317,245,0.77,4,1,3,7,16,6,6,10,12,6,2,0.42,3,0,1,380,291,0.77,3,0,2,3,6,1,4,2,0,6,2,0.55,3,0,1,482,388,0.8,4,3,8,1,7,1,0,4,2,0.45,3,0,2,402,298,0.74
2,1,8,7,18,3,7,11,13,8,2,0.54,1,0,3,455,362,0.8,1,1,6,6,12,0,12,0,12,2,2,0.51,2,0,2,504,403,0.8,1,5,5,6,12,1,11,1,14,3,2,0.37,3,1,8,306,229,0.75,8,7,20,5,12,8,12,14,1,0.63,1,0,1,534,454,0.85
2,1,5,5,14,4,10,4,12,6,1,0.66,2,0,5,594,525,0.88,0,0,0,10,15,5,7,8,16,9,1,0.69,2,0,1,676,595,0.88,0,1,2,5,11,4,6,5,12,2,0,0.68,2,0,3,644,543,0.84,4,4,9,1,8,1,15,2,4,0.32,2,0,2,304,193,0.63
2,1,8,5,17,4,14,3,12,8,3,0.47,3,1,1,421,347,0.82,2,1,4,7,14,3,10,4,10,6,2,0.46,2,1,7,380,284,0.75,3,0,4,6,14,4,7,7,6,7,5,0.65,0,0,7,522,416,0.8,10,3,14,1,12,2,14,3,2,0.35,2,0,4,283,191,0.67
2,3,6,7,20,7,13,7,15,9,4,0.6,1,0,0,472,357,0.76,1,2,3,5,13,5,9,4,14,2,4,0.48,3,0,3,500,407,0.81,0,3,4,4,10,2,5,5,12,5,5,0.44,0,0,2,382,280,0.73,2,3,9,4,8,1,15,2,1,0.56,1,0,1,494,393,0.8
2,2,5,5,14,4,6,8,8,3,3,0.38,0,0,8,389,315,0.81,1,2,11,10,23,2,14,9,9,8,4,0.74,1,0,5,708,618,0.87,1,0,3,7,13,3,7,6,7,7,4,0.33,1,0,7,282,208,0.74,8,10,23,5,15,8,10,13,3,0.67,1,0,3,597,530,0.89
1,1,6,5,13,2,9,4,15,4,0,0.55,8,1,3,433,351,0.81,4,2,13,8,23,2,18,5,15,2,1,0.5,3,0,2,443,360,0.81,0,1,7,3,14,4,10,4,23,4,1,0.51,2,0,2,404,298,0.74,4,7,15,4,9,6,21,7,4,0.49,2,0,7,376,285,0.76
2,3,3,5,10,2,7,3,16,3,1,0.4,4,0,4,317,201,0.63,1,1,8,5,18,5,11,7,9,6,0,0.5,1,0,2,422,315,0.75,2,4,5,5,10,0,9,1,11,2,4,0.52,2,0,3,420,306,0.73,5,8,15,2,8,7,16,9,3,0.48,3,0,1,375,253,0.67
