score.fulltime.home (home 1),score.fulltime.away (home 1),Shots on Goal (home 1),Shots off Goal (home 1),Total Shots (home 1),Blocked Shots (home 1),Shots insidebox (home 1),Shots outsidebox (home 1),Fouls (home 1),Corner Kicks (home 1),Offsides (home 1),Ball Possession (home 1),Yellow Cards (home 1),Red Cards (home 1),Goalkeeper Saves (home 1),Total passes (home 1),Passes accurate (home 1),Passes % (home 1),score.fulltime.home (away 1),score.fulltime.away (away 1),Shots on Goal (away 1),Shots off Goal (away 1),Total Shots (away 1),Blocked Shots (away 1),Shots insidebox (away 1),Shots outsidebox (away 1),Fouls (away 1),Corner Kicks (away 1),Offsides (away 1),Ball Possession (away 1),Yellow Cards (away 1),Red Cards (away 1),Goalkeeper Saves (away 1),Total passes (away 1),Passes accurate (away 1),Passes % (away 1),score.fulltime.home (h2h 1),score.fulltime.away (h2h 1),Shots on Goal (h2h - home 1),Shots off Goal (h2h - home 1),Total Shots (h2h - home 1),Blocked Shots (h2h - home 1),Shots insidebox (h2h - home 1),Shots outsidebox (h2h - home 1),Fouls (h2h - home 1),Corner Kicks (h2h - home 1),Offsides (h2h - home 1),Ball Possession (h2h - home 1),Yellow Cards (h2h - home 1),Red Cards (h2h - home 1),Goalkeeper Saves (h2h - home 1),Total passes (h2h - home 1),Passes accurate (h2h - home 1),Passes % (h2h - home 1),Shots on Goal (h2h - away 1),Shots off Goal (h2h - away 1),Total Shots (h2h - away 1),Blocked Shots (h2h - away 1),Shots insidebox (h2h - away 1),Shots outsidebox (h2h - away 1),Fouls (h2h - away 1),Corner Kicks (h2h - away 1),Offsides (h2h - away 1),Ball Possession (h2h - away 1),Yellow Cards (h2h - away 1),Red Cards (h2h - away 1),Goalkeeper Saves (h2h - away 1),Total passes (h2h - away 1),Passes accurate (h2h - away 1),Passes % (h2h - away 1),score.fulltime.home (home 2),score.fulltime.away (home 2),Shots on Goal (home 2),Shots off Goal (home 2),Total Shots (home 2),Blocked Shots (home 2),Shots insidebox (home 2),Shots outsidebox (home 2),Fouls (home 2),Corner Kicks (home 2),Offsides (home 2),Ball Possession (home 2),Yellow Cards (home 2),Red Cards (home 2),Goalkeeper Saves (home 2),Total passes (home 2),Passes accurate (home 2),Passes % (home 2),score.fulltime.home (away 2),score.fulltime.away (away 2),Shots on Goal (away 2),Shots off Goal (away 2),Total Shots (away 2),Blocked Shots (away 2),Shots insidebox (away 2),Shots outsidebox (away 2),Fouls (away 2),Corner Kicks (away 2),Offsides (away 2),Ball Possession (away 2),Yellow Cards (away 2),Red Cards (away 2),Goalkeeper Saves (away 2),Total passes (away 2),Passes accurate (away 2),Passes % (away 2),score.fulltime.home (h2h 2),score.fulltime.away (h2h 2),Shots on Goal (h2h - home 2),Shots off Goal (h2h - home 2),Total Shots (h2h - home 2),Blocked Shots (h2h - home 2),Shots insidebox (h2h - home 2),Shots outsidebox (h2h - home 2),Fouls (h2h - home 2),Corner Kicks (h2h - home 2),Offsides (h2h - home 2),Ball Possession (h2h - home 2),Yellow Cards (h2h - home 2),Red Cards (h2h - home 2),Goalkeeper Saves (h2h - home 2),Total passes (h2h - home 2),Passes accurate (h2h - home 2),Passes % (h2h - home 2),Shots on Goal (h2h - away 2),Shots off Goal (h2h - away 2),Total Shots (h2h - away 2),Blocked Shots (h2h - away 2),Shots insidebox (h2h - away 2),Shots outsidebox (h2h - away 2),Fouls (h2h - away 2),Corner Kicks (h2h - away 2),Offsides (h2h - away 2),Ball Possession (h2h - away 2),Yellow Cards (h2h - away 2),Red Cards (h2h - away 2),Goalkeeper Saves (h2h - away 2),Total passes (h2h - away 2),Passes accurate (h2h - away 2),Passes % (h2h - away 2)
0,0,5,4,11,2,9,2,11,7,6,0.6,2,0,0,518,431,0.83,1,0,1,3,6,2,2,4,20,7,1,0.47,4,0,0,401,305,0.76,3,1,7,6,17,4,10,7,18,3,4,0.54,5,1,6,456,367,0.8,7,5,16,4,9,7,13,8,0,0.46,4,0,4,382,283,0.74,2,0,6,3,17,8,15,2,6,8,5,0.59,2,0,2,541,442,0.82,0,5,5,5,14,4,8,6,14,8,0,0.6,2,0,4,518,440,0.85,1,1,3,12,15,0,9,6,7,7,2,0.52,2,0,5,535,448,0.84,6,3,12,3,7,5,6,1,1,0.48,2,0,2,501,398,0.79
0,0,4,1,8,3,7,1,11,6,4,0.63,3,0,2,654,566,0.87,1,1,2,2,6,2,2,4,12,2,1,0.51,2,0,6,515,438,0.85,2,1,6,5,15,4,10,5,16,6,1,0.42,0,0,1,383,289,0.75,2,2,5,1,3,2,19,2,0,0.58,4,0,4,541,459,0.85,1,0,1,3,5,1,4,1,12,7,0,0.63,0,0,2,557,444,0.8,2,1,4,5,10,1,8,2,14,0,2,0.54,3,0,6,587,510,0.87,1,2,8,5,15,2,12,3,16,4,1,0.38,2,0,3,362,279,0.77,4,2,8,2,3,5,8,1,2,0.62,2,0,6,603,514,0.85
0,0,0,6,7,1,4,3,12,1,1,0.4,2,0,5,356,263,0.74,2,1,5,4,12,3,10,2,12,8,2,0.52,1,0,1,587,502,0.86,1,2,3,5,13,5,9,4,14,2,4,0.48,3,0,3,500,407,0.81,5,1,7,1,5,2,10,2,0,0.52,2,1,2,543,445,0.82,0,1,5,4,10,1,8,2,16,4,1,0.29,3,0,7,276,187,0.68,3,3,6,4,14,4,12,2,9,12,3,0.56,0,0,5,636,540,0.85,2,3,4,3,7,0,4,3,10,4,6,0.48,3,2,5,421,319,0.76,8,9,25,8,18,7,6,10,5,0.52,3,0,2,446,352,0.79
1,1,8,5,18,5,11,7,9,6,0,0.5,1,0,2,422,315,0.75,3,1,2,1,6,3,4,2,10,4,3,0.26,3,0,3,206,123,0.6,2,3,6,6,13,1,10,3,13,5,4,0.45,2,0,3,379,238,0.63,5,6,13,2,3,10,16,3,7,0.55,3,0,3,485,358,0.74,1,1,9,10,23,4,16,7,27,3,3,0.46,3,0,3,307,199,0.65,3,0,7,3,12,2,7,5,11,4,5,0.46,3,0,2,334,227,0.68,0,2,5,7,15,3,5,10,15,3,0,0.48,2,1,3,380,259,0.68,5,7,13,1,9,4,14,6,0,0.52,1,0,5,402,288,0.72
2,1,3,8,14,3,8,6,9,7,2,0.47,1,0,5,382,326,0.85,0,1,2,11,20,7,11,9,9,6,6,0.39,0,0,3,317,216,0.68,1,0,3,2,8,3,5,3,10,4,1,0.39,2,0,4,370,257,0.69,4,13,23,6,16,7,14,7,2,0.61,1,0,2,544,445,0.82,3,0,6,7,18,5,10,8,15,5,0,0.57,0,0,1,535,459,0.86,0,5,8,4,17,5,11,6,13,5,2,0.4,2,0,5,337,261,0.77,1,1,3,7,11,1,8,3,11,1,1,0.31,3,1,4,252,164,0.65,5,11,28,12,16,12,13,9,2,0.69,4,0,2,563,478,0.85
2,4,6,8,17,3,11,6,12,7,2,0.43,2,0,5,342,228,0.67,0,0,6,5,13,2,7,6,7,6,2,0.61,1,0,1,445,300,0.67,3,0,5,3,11,3,7,4,13,5,3,0.5,2,0,4,415,320,0.77,3,3,9,3,7,2,10,5,2,0.5,1,0,2,409,293,0.72,1,0,3,9,18,6,11,7,12,6,0,0.51,4,0,4,378,287,0.76,2,2,5,6,13,2,8,5,14,6,2,0.61,1,0,5,477,385,0.81,0,3,7,5,15,3,11,4,10,3,1,0.48,2,0,0,454,341,0.75,0,8,10,2,5,5,4,1,4,0.52,1,0,4,507,397,0.78
2,2,6,8,20,6,5,15,10,7,2,0.58,1,0,5,456,380,0.83,2,0,3,4,10,3,4,6,9,6,3,0.32,2,0,6,275,174,0.63,1,1,2,6,8,0,6,2,11,5,0,0.47,1,0,9,354,260,0.73,11,9,29,9,20,9,14,12,2,0.53,1,0,1,399,316,0.79,1,1,2,6,8,0,6,2,11,5,0,0.47,1,0,9,354,260,0.73,1,1,11,9,29,9,20,9,14,12,2,0.53,1,0,1,399,316,0.79,2,1,5,9,20,6,14,6,12,4,0,0.44,1,0,4,400,300,0.75,5,4,12,3,9,3,5,6,0,0.56,0,0,3,496,389,0.78
2,0,4,5,12,3,5,7,10,3,5,0.59,1,0,3,597,499,0.84,0,4,7,3,11,1,6,5,10,6,2,0.52,1,0,1,452,360,0.8,0,2,4,2,8,2,5,3,10,3,6,0.46,2,0,1,431,289,0.67,2,4,13,7,8,5,11,5,1,0.54,2,0,2,499,366,0.73,0,0,2,4,8,2,5,3,18,2,2,0.4,2,0,4,324,229,0.71,3,1,6,4,12,2,6,6,14,9,2,0.42,0,0,6,297,191,0.64,3,1,4,6,13,3,10,3,0,5,5,0.52,2,0,1,410,281,0.69,2,4,6,0,2,4,0,2,3,0.48,3,0,1,362,227,0.63
0,1,1,1,4,2,3,1,8,6,2,0.54,1,0,2,522,408,0.78,1,1,6,8,17,3,11,6,12,5,5,0.68,1,0,4,684,576,0.84,0,1,8,6,19,5,9,10,12,8,0,0.5,2,0,1,453,372,0.82,2,2,5,1,5,0,12,3,3,0.5,3,0,7,460,382,0.83,0,1,4,4,8,0,5,3,9,1,2,0.35,2,0,2,311,226,0.73,1,0,7,4,15,4,11,4,12,6,4,0.46,1,0,1,475,385,0.81,6,0,3,3,10,4,3,7,14,5,2,0.33,2,0,3,357,279,0.78,9,2,11,0,9,2,7,2,0,0.67,1,0,3,753,689,0.92
0,1,3,6,13,4,8,5,16,7,4,0.4,4,1,4,334,244,0.73,5,1,3,5,10,2,4,6,7,1,3,0.45,1,0,5,459,377,0.82,1,2,4,4,9,1,6,3,11,4,2,0.47,2,0,4,419,323,0.77,5,2,10,3,5,5,13,4,1,0.53,1,0,3,464,373,0.8,1,0,5,2,8,1,5,3,10,2,3,0.61,2,0,4,535,451,0.84,0,1,0,11,14,3,8,6,15,11,1,0.65,3,1,1,453,359,0.79,2,1,2,4,6,0,2,4,8,3,2,0.43,3,0,1,371,288,0.78,3,9,15,3,6,9,16,7,1,0.57,1,0,1,483,401,0.83
3,1,9,6,19,4,9,10,12,9,3,0.55,1,0,1,512,432,0.84,3,1,4,3,9,2,6,3,17,6,5,0.62,1,0,2,592,511,0.86,2,0,8,8,18,2,11,7,0,5,3,0.5,3,0,4,403,293,0.73,4,5,9,0,6,3,0,5,4,0.5,1,0,7,407,301,0.74,2,1,5,8,18,5,12,6,12,11,4,0.62,1,0,4,500,414,0.83,1,1,3,5,9,1,7,2,13,4,0,0.54,2,1,0,548,461,0.84,0,1,6,8,17,3,9,8,0,5,1,0.5,5,0,2,365,253,0.69,2,6,8,0,5,3,0,3,3,0.5,3,0,5,389,255,0.66
0,1,4,6,14,4,7,7,9,6,3,0.61,2,1,2,503,405,0.81,2,0,8,6,18,4,11,7,7,12,3,0.68,2,0,3,577,497,0.86,1,2,7,2,11,2,5,6,16,2,4,0.26,3,1,10,241,161,0.67,11,10,23,2,14,9,9,8,4,0.74,1,0,5,708,618,0.87,0,1,7,6,16,3,11,5,12,5,4,0.71,2,0,4,681,585,0.86,1,3,10,9,22,3,14,8,8,8,1,0.65,3,0,4,602,506,0.84,3,1,4,2,10,4,3,7,13,7,1,0.48,3,0,5,443,348,0.79,6,5,17,6,12,5,13,4,1,0.52,2,0,1,462,373,0.81
2,1,2,2,6,2,4,2,17,1,1,0.44,2,0,1,410,300,0.73,1,2,5,3,8,0,4,4,15,1,1,0.26,2,0,4,250,178,0.71,2,1,3,2,7,2,5,2,15,4,1,0.38,3,1,5,340,247,0.73,8,9,21,4,12,9,15,10,3,0.62,1,0,2,575,505,0.88,0,2,2,8,15,5,10,5,13,9,1,0.4,3,0,2,375,296,0.79,1,2,5,6,12,1,5,7,10,6,1,0.49,0,0,0,408,301,0.74,1,0,5,7,14,2,11,3,19,4,1,0.52,3,0,1,429,345,0.8,1,11,19,7,7,12,11,5,2,0.48,1,1,4,389,294,0.76
1,1,7,4,17,6,9,8,2,5,1,0.49,2,0,1,500,425,0.85,1,1,5,6,12,1,6,6,19,7,5,0.61,0,0,5,393,310,0.79,1,1,6,5,14,3,7,7,15,3,0,0.47,3,0,3,434,350,0.81,4,3,10,3,5,5,17,5,1,0.53,2,0,5,480,395,0.82,1,1,6,5,14,3,7,7,15,3,0,0.47,3,0,3,434,350,0.81,1,1,4,3,10,3,5,5,17,5,1,0.53,2,0,5,480,395,0.82,0,1,2,6,8,0,5,3,13,2,3,0.41,2,0,2,357,266,0.75,3,9,16,4,14,2,14,4,1,0.59,1,0,2,499,402,0.81
1,0,2,10,19,7,12,7,12,5,3,0.48,1,0,3,443,329,0.74,2,1,4,7,16,5,6,10,15,3,1,0.63,0,0,7,552,453,0.82,0,0,2,10,16,4,11,5,0,4,0,0.7,1,0,0,544,429,0.79,0,3,3,0,0,3,0,2,1,0.3,0,1,2,239,136,0.57,0,4,1,3,7,3,5,2,9,3,3,0.26,1,0,2,289,206,0.71,2,2,9,5,18,4,11,7,17,5,1,0.56,2,0,2,479,407,0.85,2,1,3,0,7,4,1,6,0,1,2,0.37,6,1,1,305,204,0.67,4,8,15,3,9,6,0,10,2,0.63,2,0,2,517,424,0.82
1,0,0,2,4,2,1,3,20,1,1,0.36,2,0,2,306,222,0.73,0,3,4,5,12,3,9,3,14,6,1,0.43,1,0,10,381,292,0.77,2,0,5,4,11,2,9,2,0,8,2,0.41,0,1,1,350,252,0.72,1,7,11,3,1,10,0,6,1,0.59,2,2,3,519,422,0.81,2,0,6,3,11,2,6,5,14,5,1,0.46,3,0,1,384,293,0.76,1,1,2,3,9,4,5,4,9,1,0,0.39,0,0,2,365,268,0.73,1,1,3,6,10,1,4,6,0,5,2,0.44,4,0,2,347,258,0.74,4,10,17,3,9,8,0,10,1,0.56,2,0,2,454,363,0.8
0,1,1,9,14,4,8,6,21,6,2,0.37,1,0,4,338,235,0.7,1,1,5,6,14,3,6,8,11,2,2,0.32,3,0,5,333,238,0.71,3,2,10,3,14,1,9,5,7,4,1,0.43,1,0,2,304,229,0.75,4,6,15,5,6,9,19,9,2,0.57,2,0,7,399,318,0.8,4,0,2,5,7,0,2,5,11,4,0,0.41,1,0,4,327,260,0.8,1,2,2,2,4,0,4,0,15,3,1,0.51,5,0,4,424,314,0.74,2,2,2,2,7,3,5,2,16,2,2,0.35,3,0,9,273,182,0.67,11,3,19,5,9,10,9,10,5,0.65,3,0,0,508,408,0.8
3,0,6,5,11,0,7,4,18,2,2,0.47,3,0,3,420,347,0.83,0,0,4,5,11,2,6,5,16,0,0,0.35,2,0,4,347,257,0.74,1,0,5,5,12,2,11,1,13,6,4,0.5,0,0,2,438,338,0.77,2,2,6,2,1,5,17,5,1,0.5,2,0,4,434,340,0.78,2,1,6,3,11,2,8,3,11,5,6,0.65,4,0,2,491,405,0.82,2,0,6,9,18,3,11,7,11,7,3,0.69,3,0,0,630,548,0.87,0,0,1,7,10,2,7,3,0,5,3,0.6,6,1,2,509,398,0.78,2,0,2,0,1,1,0,3,2,0.4,6,1,1,338,220,0.65
1,2,2,9,13,2,6,7,10,7,1,0.59,1,0,0,526,448,0.85,1,2,1,6,10,3,6,4,8,4,4,0.35,0,0,1,403,321,0.8,1,2,4,1,6,1,5,1,9,1,1,0.36,1,0,4,369,264,0.72,5,7,22,10,12,10,7,8,2,0.64,0,0,2,650,545,0.84,1,0,5,6,13,2,7,6,7,3,1,0.44,1,0,2,392,321,0.82,2,3,4,7,14,3,8,7,12,10,2,0.39,5,2,3,330,255,0.77,2,3,4,1,5,0,4,1,10,2,3,0.45,1,0,3,465,383,0.82,6,9,18,3,9,9,12,1,0,0.55,2,0,2,567,490,0.86
2,1,3,2,5,0,3,2,22,0,2,0.35,5,0,4,270,169,0.63,3,1,7,7,20,6,11,9,7,10,3,0.58,2,0,3,405,284,0.7,2,1,2,2,7,3,2,5,26,4,3,0.42,4,0,4,315,208,0.66,6,8,21,7,10,11,17,11,2,0.58,0,0,1,426,324,0.76,0,0,1,4,7,2,4,3,20,5,2,0.47,2,0,4,325,225,0.69,1,1,1,5,7,1,4,3,8,5,2,0.46,1,0,2,452,368,0.81,1,1,2,6,11,3,9,2,0,4,5,0.44,2,0,3,370,236,0.64,4,0,5,1,4,1,0,3,2,0.56,2,0,1,464,333,0.72
3,1,2,3,8,3,4,4,8,3,0,0.45,3,0,6,408,305,0.75,3,0,6,7,16,3,11,5,11,7,0,0.53,1,0,6,507,413,0.81,0,2,3,6,11,2,7,4,0,2,3,0.3,4,0,3,261,189,0.72,4,7,11,0,5,7,0,5,3,0.7,3,0,3,622,534,0.86,2,1,5,4,11,2,4,7,8,4,1,0.55,1,0,4,570,464,0.81,1,1,4,3,10,3,4,6,12,2,2,0.67,3,0,6,553,459,0.83,4,1,4,4,11,3,5,6,0,4,6,0.31,1,0,3,286,213,0.74,8,8,21,5,15,6,0,4,3,0.69,0,0,3,671,601,0.9
2,1,3,1,9,5,4,5,11,5,2,0.34,2,0,11,284,237,0.83,1,0,3,8,14,3,7,7,11,4,1,0.63,2,0,1,555,483,0.87,3,0,1,5,8,2,5,3,11,3,0,0.32,3,1,2,320,234,0.73,5,13,24,6,19,5,7,5,5,0.68,1,0,1,723,633,0.88,0,1,1,7,11,3,6,5,15,3,0,0.58,2,0,4,434,333,0.77,2,3,6,7,15,2,10,5,13,4,1,0.61,4,0,3,509,437,0.86,1,2,2,1,10,7,4,6,12,4,0,0.4,4,0,2,383,296,0.77,4,10,17,3,8,9,9,7,0,0.6,2,0,1,568,482,0.85
0,0,2,2,5,1,2,3,11,2,1,0.37,3,0,4,379,288,0.76,1,0,2,7,11,2,8,3,13,6,3,0.49,0,0,1,476,385,0.81,0,1,4,4,9,1,8,1,15,2,4,0.32,2,0,2,304,193,0.63,2,5,11,4,6,5,12,2,0,0.68,2,0,3,644,543,0.84,2,0,8,7,23,8,16,7,12,11,1,0.6,0,0,1,558,461,0.83,1,0,2,5,10,3,3,7,19,4,0,0.5,3,0,1,460,378,0.82,1,1,1,4,5,0,1,4,12,4,0,0.51,0,1,1,501,421,0.84,2,9,16,5,9,7,16,2,0,0.49,1,1,0,480,407,0.85
1,0,2,5,12,5,9,3,23,4,3,0.37,3,0,3,347,276,0.8,2,1,5,2,10,3,7,3,18,0,2,0.43,3,0,3,405,297,0.73,4,1,7,3,14,4,7,7,14,8,2,0.58,2,0,2,523,412,0.79,3,8,14,3,6,8,11,3,5,0.42,2,0,3,363,273,0.75,0,1,3,8,16,5,7,9,14,5,2,0.4,1,0,6,350,258,0.74,2,0,3,6,12,3,5,7,10,2,1,0.5,0,0,2,482,392,0.81,0,1,8,5,22,9,13,9,15,8,1,0.6,2,0,2,572,479,0.84,2,3,7,2,3,4,19,4,1,0.4,3,1,7,381,290,0.76
0,1,4,6,10,0,6,4,10,6,2,0.42,1,0,4,324,237,0.73,2,3,2,4,6,0,2,4,8,0,1,0.27,2,0,8,261,199,0.76,0,0,3,6,12,3,4,8,11,4,1,0.63,0,0,0,610,513,0.84,0,6,6,0,3,3,15,4,2,0.37,2,1,3,351,258,0.74,1,2,2,1,4,1,3,1,11,3,1,0.41,3,1,1,358,283,0.79,1,0,5,1,8,2,3,5,13,2,1,0.23,1,0,1,221,140,0.63,1,1,4,8,19,7,14,5,9,5,1,0.59,1,0,3,538,445,0.83,4,4,12,4,9,3,15,1,5,0.41,1,1,3,360,279,0.78
4,0,0,6,6,0,1,5,11,4,3,0.42,2,0,5,406,323,0.8,2,0,7,4,16,5,8,8,11,6,0,0.55,3,0,2,530,442,0.83,0,2,0,4,5,1,2,3,0,2,2,0.31,3,0,7,254,154,0.61,9,9,25,7,10,15,0,6,3,0.69,1,0,0,534,463,0.87,4,0,2,5,9,2,4,5,7,0,3,0.25,1,1,8,252,188,0.75,2,3,10,13,27,4,17,10,9,8,3,0.73,0,0,0,679,617,0.91,1,1,1,3,9,5,6,3,0,5,2,0.31,3,0,6,272,193,0.71,7,18,36,11,16,20,0,10,1,0.69,2,0,0,600,537,0.9
5,1,10,5,17,2,11,6,9,6,3,0.55,2,0,2,566,498,0.88,2,2,5,10,17,2,9,8,13,5,0,0.56,2,0,2,434,381,0.88,1,1,4,5,15,6,8,7,13,5,1,0.53,2,1,3,494,409,0.83,3,5,13,5,10,4,18,5,1,0.47,2,0,3,429,346,0.81,1,1,2,2,5,1,2,3,10,8,1,0.52,6,1,4,454,371,0.82,1,0,5,8,20,7,11,9,9,10,2,0.39,0,0,5,347,272,0.78,2,1,7,10,21,4,13,8,13,10,5,0.58,1,0,1,543,474,0.87,2,2,4,0,4,0,10,3,2,0.42,2,0,4,390,308,0.79
1,2,3,5,10,2,6,4,5,7,2,0.65,0,0,0,741,637,0.86,1,2,5,3,10,2,8,2,17,3,6,0.48,3,0,4,402,304,0.76,1,0,7,12,22,3,14,8,0,13,2,0.76,1,0,0,750,646,0.86,0,3,3,0,1,2,0,1,0,0.24,6,1,6,239,133,0.56,2,1,9,8,19,2,8,11,3,6,2,0.7,0,0,3,884,783,0.89,1,3,9,10,26,7,17,9,19,9,0,0.52,5,0,2,385,295,0.77,0,0,4,11,22,7,11,11,0,4,2,0.73,3,0,1,704,617,0.88,1,9,11,1,4,7,0,4,3,0.27,3,0,4,261,180,0.69
2,1,8,5,17,4,14,3,12,8,3,0.47,3,1,1,421,347,0.82,1,0,1,5,7,1,3,4,11,1,4,0.53,1,0,1,476,371,0.78,0,2,3,7,13,3,7,6,22,9,1,0.52,3,0,0,366,239,0.65,2,5,9,2,4,5,14,3,2,0.48,3,0,3,347,241,0.69,3,0,4,6,14,4,7,7,6,7,5,0.65,0,0,7,522,416,0.8,2,4,9,7,21,5,9,12,10,10,1,0.57,4,0,4,441,328,0.74,1,3,4,5,13,4,5,8,9,7,3,0.3,4,1,5,229,137,0.6,6,12,20,2,7,13,9,6,6,0.7,2,0,1,560,469,0.84
1,1,7,8,17,2,9,8,17,8,1,0.33,2,0,3,268,199,0.74,0,4,1,5,8,2,5,3,12,2,3,0.48,2,1,3,433,330,0.76,2,3,5,4,12,3,8,4,21,5,4,0.45,4,0,8,343,274,0.8,10,10,24,4,10,14,15,5,2,0.55,2,1,2,425,360,0.85,0,0,4,6,16,6,11,5,14,9,6,0.53,2,0,1,369,262,0.71,3,1,3,3,8,2,4,4,13,3,5,0.38,5,1,1,342,262,0.77,1,0,2,4,6,0,3,3,0,4,2,0.44,4,0,1,326,211,0.65,2,4,7,1,5,2,0,5,6,0.56,7,1,1,408,284,0.7
1,3,6,2,10,2,8,2,7,6,1,0.55,1,0,2,472,371,0.79,0,4,3,2,9,4,6,3,7,2,1,0.4,1,0,0,381,282,0.74,1,2,3,4,11,4,7,4,12,3,2,0.52,3,0,6,476,394,0.83,8,6,19,5,8,11,14,4,0,0.48,2,0,2,432,357,0.83,0,1,2,8,11,1,8,3,8,8,2,0.43,3,0,2,443,374,0.84,0,1,3,3,7,1,4,3,14,3,3,0.46,2,0,1,447,339,0.76,1,1,2,4,9,3,6,3,16,4,2,0.48,3,0,3,421,327,0.78,4,2,11,5,7,4,14,7,1,0.52,4,1,1,452,365,0.81
2,1,3,6,11,2,7,4,8,0,5,0.48,0,0,4,552,461,0.84,2,2,5,5,14,4,6,8,8,3,3,0.38,0,0,8,389,315,0.81,2,0,5,6,15,4,9,6,12,4,3,0.58,3,0,4,552,472,0.86,4,3,7,0,3,4,19,2,2,0.42,4,0,3,389,307,0.79,0,2,4,2,7,1,3,4,14,1,1,0.51,6,0,2,399,280,0.7,0,2,2,9,12,1,9,3,17,4,5,0.61,3,0,2,467,377,0.81,1,1,4,5,15,6,9,6,18,6,0,0.72,1,0,2,659,546,0.83,3,7,12,2,10,2,16,2,7,0.28,1,0,3,252,154,0.61
4,0,9,7,17,1,12,5,15,4,6,0.58,0,0,0,573,493,0.86,2,0,4,4,9,1,7,2,19,6,5,0.45,3,0,3,407,306,0.75,0,1,5,2,13,6,8,5,17,5,3,0.57,2,0,1,538,444,0.83,3,3,8,2,4,4,16,6,2,0.43,3,0,4,405,324,0.8,1,0,4,3,12,5,8,4,14,11,2,0.69,1,0,3,596,499,0.84,2,1,4,10,17,3,14,3,16,7,2,0.57,4,0,3,514,420,0.82,2,1,10,10,31,11,23,8,16,14,0,0.65,3,0,0,609,520,0.85,1,2,3,0,1,2,10,2,2,0.35,4,0,8,331,238,0.72
0,2,3,0,3,0,2,1,14,0,3,0.48,1,0,0,380,227,0.6,0,0,4,4,14,6,12,2,14,9,3,0.65,1,0,4,649,549,0.85,0,3,6,5,14,3,7,7,13,4,1,0.46,3,0,2,381,298,0.78,5,9,14,0,12,2,13,6,0,0.54,3,0,6,432,346,0.8,1,0,5,4,11,2,7,4,12,3,3,0.41,2,0,5,371,262,0.71,3,1,5,3,12,4,8,4,14,4,1,0.59,2,1,4,506,432,0.85,1,1,5,14,25,6,11,14,0,10,2,0.73,3,0,1,640,577,0.9,2,4,9,3,6,3,0,5,0,0.27,5,1,4,223,141,0.63
2,0,0,4,7,3,4,3,18,4,1,0.31,2,0,4,269,180,0.67,3,0,4,2,7,1,5,2,15,0,3,0.43,2,0,3,409,320,0.78,5,0,1,2,3,0,2,1,11,1,1,0.39,4,0,8,400,340,0.85,13,6,23,4,15,8,11,9,3,0.61,1,0,1,627,570,0.91,3,1,4,1,6,1,1,5,17,5,2,0.44,3,0,5,356,269,0.76,2,1,7,5,14,2,13,1,7,5,9,0.57,2,0,5,523,452,0.86,1,2,2,4,14,8,9,5,0,3,3,0.36,3,0,2,341,256,0.75,4,7,14,3,11,3,0,6,2,0.64,2,0,1,607,515,0.85
0,1,6,6,17,5,12,5,14,5,1,0.58,3,0,4,447,363,0.81,3,1,3,6,9,0,5,4,11,3,0,0.56,4,1,3,483,407,0.84,0,1,8,7,19,4,14,5,8,10,2,0.65,2,0,9,475,373,0.79,10,5,15,0,9,6,7,10,2,0.35,2,0,8,254,163,0.64,0,1,6,6,14,2,7,8,8,9,3,0.6,1,0,3,507,430,0.85,0,2,2,6,11,3,6,5,13,3,0,0.35,2,0,7,408,324,0.79,1,1,4,11,20,5,15,5,11,7,3,0.56,3,0,2,407,326,0.8,3,5,13,5,7,6,10,6,4,0.44,1,0,3,338,256,0.76
3,1,6,2,12,4,8,4,15,3,2,0.4,3,0,0,392,313,0.8,1,2,5,6,11,0,6,5,14,9,0,0.74,2,0,3,718,659,0.92,0,2,4,4,12,4,5,7,12,7,2,0.53,1,1,0,554,462,0.83,2,7,9,0,7,2,12,1,3,0.47,2,0,4,486,415,0.85,1,0,2,4,9,3,8,1,15,3,1,0.5,2,0,2,466,382,0.82,0,1,3,5,12,4,9,3,15,1,4,0.57,3,0,2,596,523,0.88,0,1,2,1,5,2,3,2,19,2,3,0.35,8,2,4,279,206,0.74,4,6,14,4,9,5,17,4,4,0.65,6,3,1,529,463,0.88
0,1,3,1,4,0,1,3,18,2,1,0.42,4,0,6,370,248,0.67,3,0,3,2,9,4,2,7,12,3,2,0.57,3,1,1,533,470,0.88,1,1,1,3,4,0,1,3,10,1,1,0.35,4,1,2,317,212,0.67,3,4,9,2,5,4,10,11,3,0.65,2,0,0,554,450,0.81,3,1,8,5,16,3,9,7,18,7,0,0.41,2,0,4,350,276,0.79,1,0,6,9,17,2,10,7,13,4,1,0.59,2,0,5,539,422,0.78,0,5,1,3,5,1,4,1,0,4,2,0.65,1,0,1,536,411,0.77,6,5,12,1,7,5,0,5,0,0.35,2,0,1,286,183,0.64
