train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
262,0.5305343511450381,0.5267175572519084,0.5438931297709924,0.3676284853784125,0.3419994170795686,0.3948249619482496
525,0.4316190476190476,0.4228571428571429,0.4622857142857143,0.3581874875666773,0.3312024353120243,0.39086757990867577
788,0.4040609137055838,0.3937817258883249,0.43147208121827413,0.33871008035974515,0.30319634703196346,0.37792998477929984
1051,0.380209324452902,0.3778306374881065,0.3863939105613701,0.3374970507001985,0.30071199566973394,0.3724505327245053
1314,0.3786910197869102,0.3735159817351598,0.380517503805175,0.33414849666671287,0.3034517216971312,0.36423135464231354
1576,0.36852791878172597,0.35723350253807107,0.3784263959390863,0.32775904104962683,0.2886892617729108,0.3613394216133942
1839,0.3573681348558999,0.342958129418162,0.36666666666666664,0.3341503472077649,0.29599450389307574,0.3750380517503805
2102,0.34414843006660323,0.33315889628924833,0.35237868696479546,0.3247144383839225,0.2902111004705,0.36347031963470317
2365,0.3435940803382664,0.33454545454545453,0.3489640591966173,0.3174108154871781,0.2757525919140609,0.3540334855403348
2628,0.34124809741248097,0.33485540334855407,0.3481735159817351,0.3192372995054429,0.2784923179414581,0.3639269406392694
