train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
262,-0.19491094147582697,-0.1984732824427481,-0.18244274809160305,-0.39967738900994515,-0.4141552511415525,-0.37995031297275544
525,-0.1932698412698413,-0.19555555555555557,-0.18526984126984128,-0.4026220624588447,-0.4176560121765601,-0.3869895398167039
788,-0.19475465313028764,-0.20071912013536378,-0.1924703891708968,-0.4010959829380115,-0.41126331811263317,-0.38928467335637257
1051,-0.19701871233745638,-0.20019029495718363,-0.19162702188392006,-0.3970385174698786,-0.40314561136478944,-0.3947234906139016
1314,-0.195636732623034,-0.19893455098934554,-0.19436834094368338,-0.39916956970294193,-0.4025875190258752,-0.39494393631671393
1576,-0.19890016920473774,-0.20302453468697124,-0.19521996615905246,-0.39937189552462066,-0.404566210045662,-0.3944601740433859
1839,-0.19836867862969004,-0.2051114736269712,-0.19267717962660869,-0.3993708160423403,-0.40577368808205294,-0.3945712836123795
2102,-0.19730415477323185,-0.20325087218522042,-0.1931335236282905,-0.3964306147343163,-0.4055301877219685,-0.38943803694605206
2365,-0.19610993657505285,-0.20054968287526428,-0.19186751233262864,-0.3948072275965019,-0.40142059868087265,-0.38984399938932146
2628,-0.19713343480466766,-0.20077371892440382,-0.1933028919330289,-0.3953138132094704,-0.4019279553526129,-0.38598770315470987
