train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
262,-1.459239853633654e-14,-2.1708765686972812e-14,-1.255915077901189e-14,-0.8714496749592868,-0.9139283269701091,-0.8211668435948094
525,-0.12999064111446643,-0.13002512097824556,-0.1298699615912394,-1.1135828218016912,-1.144463370329938,-1.0644672126579076
788,-0.23085468479341653,-0.2313727477691455,-0.230016106605823,-0.571184417297041,-0.597332279908098,-0.5459916746131187
1051,-0.26774511475925145,-0.2731906107796833,-0.26557031378428775,-0.4879164043841639,-0.5154679833276512,-0.4617093544518328
1314,-0.28903880954244576,-0.29265731218382085,-0.28776374439326063,-0.45911589127578356,-0.48085035685164945,-0.4423283665642401
1576,-0.30417150108775165,-0.3081361876430803,-0.30177389040402297,-0.439096868336169,-0.4543335003085974,-0.42391007569952976
1839,-0.3159442067682062,-0.3196518378293928,-0.3131941225942375,-0.42585587070260533,-0.4362615104625287,-0.41360900629383274
2102,-0.3227057952746996,-0.32522066892826135,-0.31931189265477433,-0.4162545423926578,-0.425596130619755,-0.4039206160054515
2365,-0.3294480837962568,-0.33098595638055,-0.3258754458961897,-0.41288769610688714,-0.4237841649655381,-0.4012295948829852
2628,-0.3353186655647418,-0.33705922537529825,-0.3315836276870712,-0.4090625166856319,-0.42178798315961813,-0.3996687125474163
