train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
262,-0.20877364907721135,-0.2090943408276136,-0.20765122795080346,-0.4097819536111406,-0.415144595040566,-0.4058677720618971
525,-0.20781730035522727,-0.20886981650653666,-0.20413349382564433,-0.4110265235432157,-0.4152655098176379,-0.40702540252266034
788,-0.2064365166397239,-0.207168539302786,-0.20451223274732172,-0.40645335288394674,-0.4089081221645317,-0.4038607247209164
1051,-0.20580471438161893,-0.20662704084129177,-0.20440668723233818,-0.4057431967736969,-0.41004747681178794,-0.40287306596574407
1314,-0.2066559577799238,-0.20836171886072755,-0.2057237425493367,-0.40502350759058486,-0.41134789055354715,-0.4011976921781446
1576,-0.20640978602949925,-0.2080416589998532,-0.20525755195893466,-0.4047097406083302,-0.40825787368933325,-0.4029727186760945
1839,-0.20775363853004514,-0.20855050564045027,-0.20707867190796525,-0.4047028431049949,-0.4070009694391224,-0.4015486442795206
2102,-0.20794193428046706,-0.2083704201562412,-0.2076915734067412,-0.4066161454208104,-0.411830424924932,-0.40306069189509885
2365,-0.2062547768906004,-0.20806963677111662,-0.20530858482629052,-0.4048337619031429,-0.40920300384281366,-0.40058403320156744
2628,-0.20671767986293405,-0.2079959816214551,-0.2054771093203136,-0.4056702940733025,-0.4088253583845164,-0.4014794882930082
