train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
623,-0.21316954765115198,-0.21513957916917317,-0.20627443733807785,-0.40533222643671696,-0.41234033205081794,-0.39435216292727854
1247,-0.2088780819654322,-0.21062318574589922,-0.20277021873379758,-0.400980486829056,-0.40681430814370023,-0.3925192581820804
1871,-0.2082328269627899,-0.21086440049162292,-0.2050761162032338,-0.4029312230724328,-0.40812399011576755,-0.39703902951253534
2494,-0.2075979236091711,-0.20946163335530388,-0.2058027929959478,-0.39910248545628396,-0.40480138105391306,-0.3941894972309915
3118,-0.2093761101016271,-0.21328124151055888,-0.20767510747267373,-0.4005691890521968,-0.40406903018836277,-0.3963046080747269
3742,-0.20881791590152768,-0.2125148958574381,-0.20705531034180522,-0.3995108452224671,-0.40417509895722814,-0.39250577258303126
4365,-0.20930250172208584,-0.21193075998925323,-0.20817710200804643,-0.39959848182324664,-0.403113753391891,-0.3962109808125541
4989,-0.21031753587969937,-0.21196970088989456,-0.20909394962144637,-0.4004742328892549,-0.40482258797232734,-0.3971618711916473
5613,-0.2098305306256636,-0.21053201563564838,-0.20893016717118781,-0.39896579804278326,-0.4030988371529021,-0.39256110207922823
6237,-0.21071075886584997,-0.21200737006143267,-0.20989250229462605,-0.3993094347089989,-0.4031369254304712,-0.3920846712090061
