train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
623,-0.12167025620633445,-0.12484028458979168,-0.11057515686423419,-0.40285914074900325,-0.41537549967824333,-0.3865696440061802
1247,-0.11979919021787008,-0.11982497492090259,-0.1197089437572563,-0.4070747605967832,-0.41948073708305467,-0.3959806002952244
1871,-0.11963728821097375,-0.12222951357985022,-0.11764505756670296,-0.4063073237059037,-0.4143650065260214,-0.3956933213507458
2494,-0.11850808650777334,-0.12017440023479381,-0.11749449270977927,-0.3993546732049862,-0.4073279908675319,-0.39058277425505705
3118,-0.11998788217881473,-0.12259963379364361,-0.11903091713394064,-0.4043203341223337,-0.41225590242649834,-0.39710637022353457
3742,-0.12110395402511102,-0.122287907958642,-0.11972352106685512,-0.40191676164348455,-0.4099522456937057,-0.3958595277367093
4365,-0.12104383595652772,-0.12289791227833621,-0.11994400127685373,-0.4029381365635147,-0.41009676422688396,-0.3965642995702707
4989,-0.12194899739413419,-0.12247166453593301,-0.12130974170363235,-0.3944824607827275,-0.4014110271913931,-0.39053330032424105
5613,-0.12123430346184345,-0.12292704750326555,-0.11954675353424667,-0.4021287099786404,-0.40776951677600565,-0.39377518317648846
6237,-0.12121732828782053,-0.12247798931926918,-0.12036717738792367,-0.4011513702536602,-0.4030483993233422,-0.395581326224265
