train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
623,0.10080256821829855,0.0,0.45361155698234346,0.09076923076923077,0.0,0.40846153846153843
1247,0.019727345629510826,0.0,0.08877305533279871,0.018846153846153846,0.0,0.08480769230769229
1871,0.037733832175307326,0.000427578834847675,0.1586851950828434,0.0362832848143945,0.00019243104554201413,0.15500024670646864
2494,0.1458700882117081,0.0169607056936648,0.1908580593424218,0.1337829969901811,0.01769230769230769,0.17228992944194996
3118,0.17261064785118668,0.03681847338037203,0.2222578576010263,0.15815315537573396,0.03602564102564103,0.20115458627325208
3742,0.18872260823089257,0.08941742383752004,0.2264297167290219,0.17520641107876514,0.08403846153846153,0.20449005772931364
4365,0.20765177548682706,0.13699885452462773,0.23518900343642613,0.19674923109817274,0.13602564102564102,0.21610006414368185
4989,0.21318901583483663,0.17430346762878332,0.24068951693726198,0.2061059850989293,0.18969235703360143,0.21955000740119404
5613,0.2300017815784785,0.20958489221450205,0.24701585604845894,0.22316072104077236,0.2157152020525978,0.2369871794871795
6237,0.2214205547538881,0.19145422478755814,0.24441237774571106,0.21764740711501457,0.21243018206937386,0.22462957023733163
