train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
623,-0.3860744888909152,-0.388315443503501,-0.3782311477468651,-0.4101211669149941,-0.4126110444719601,-0.40677984449357246
1247,-0.3818362528717655,-0.3855116024560335,-0.3689725293268274,-0.4023035901660572,-0.4094326253811821,-0.39042024027981903
1871,-0.3976404303479059,-0.4027947193527624,-0.394709750294537,-0.40938878790864514,-0.41931022816633945,-0.4036838713893621
2494,-0.3981067680620441,-0.40528208711667424,-0.39365509418465006,-0.40661103578585267,-0.4100589005416406,-0.40085406549237396
3118,-0.3986587235758353,-0.41905737653683434,-0.38798021272341465,-0.4048660188706009,-0.41510664762780747,-0.39617946443156027
3742,-0.4011052444097616,-0.41126535531128305,-0.39172463867582946,-0.4064967693070053,-0.4138115240057856,-0.39666275278868796
4365,-0.40780908994640636,-0.4138133109509099,-0.39944501498443635,-0.41068681307127897,-0.4178885859995535,-0.393936703806345
4989,-0.412393110870382,-0.4212042093811234,-0.40653919411883777,-0.4149958340326589,-0.42334860450906303,-0.40638590502601507
5613,-0.40435921575790823,-0.41330363542135057,-0.39442161718926183,-0.40703610750756625,-0.4159893044873249,-0.39732921504000746
6237,-0.41010713290309597,-0.42792259214926637,-0.3979134445332163,-0.4121388247009138,-0.4314717696910977,-0.39774365405095974
